source,source_type,relation,target,target_type,weight,support_documents,first_year,last_year,dataset
alexandrium_tamarense,DINO_TAXON,taxon_associated_with_process,toxin_biosynthesis,BIOLOGICAL_PROCESS,3,STX_DOC_000086;STX_DOC_000113;STX_DOC_000497,2010.0,2024.0,dino_all
alexandrium_tamarense,DINO_TAXON,taxon_associated_with_process,toxin_production,BIOLOGICAL_PROCESS,19,STX_DOC_000062;STX_DOC_000086;STX_DOC_000120;STX_DOC_000184;STX_DOC_000187;STX_DOC_000243;STX_DOC_000251;STX_DOC_000340;STX_DOC_000341;STX_DOC_000343;STX_DOC_000385;STX_DOC_000497;STX_DOC_000667;STX_DOC_000674;STX_DOC_001256;STX_DOC_001733;STX_DOC_001741;STX_DOC_001744;STX_DOC_001746,1997.0,2024.0,dino_all
alexandrium_tamarense,DINO_TAXON,taxon_associated_with_process,transcriptomic,BIOLOGICAL_PROCESS,3,STX_DOC_000086;STX_DOC_000184;STX_DOC_000939,2013.0,2024.0,dino_all
alexandrium_tamiyavanichii,DINO_TAXON,semantic_cooccurrence,biosensor,DETECTION_METHOD,1,STX_DOC_000524,2024.0,2024.0,dino_all
alexandrium_tamiyavanichii,DINO_TAXON,semantic_cooccurrence,bloom,ENV_FACTOR,1,STX_DOC_000374,2016.0,2016.0,dino_all
alexandrium_tamiyavanichii,DINO_TAXON,semantic_cooccurrence,cyanobacteria,CYANO_TAXON,2,STX_DOC_000070;STX_DOC_000374,2012.0,2016.0,dino_all
alexandrium_tamiyavanichii,DINO_TAXON,semantic_cooccurrence,hplc,DETECTION_METHOD,4,STX_DOC_000193;STX_DOC_000194;STX_DOC_000293;STX_DOC_000741,2002.0,2008.0,dino_all
alexandrium_tamiyavanichii,DINO_TAXON,semantic_cooccurrence,irradiance,ENV_FACTOR,1,STX_DOC_000437,2006.0,2006.0,dino_all
alexandrium_tamiyavanichii,DINO_TAXON,semantic_cooccurrence,light,ENV_FACTOR,2,STX_DOC_000374;STX_DOC_000437,2006.0,2016.0,dino_all
alexandrium_tamiyavanichii,DINO_TAXON,semantic_cooccurrence,nitrate,ENV_FACTOR,1,STX_DOC_000437,2006.0,2006.0,dino_all
alexandrium_tamiyavanichii,DINO_TAXON,semantic_cooccurrence,nitrogen,ENV_FACTOR,1,STX_DOC_000354,2024.0,2024.0,dino_all
alexandrium_tamiyavanichii,DINO_TAXON,semantic_cooccurrence,nutrient,ENV_FACTOR,2,STX_DOC_000354;STX_DOC_000374,2016.0,2024.0,dino_all
alexandrium_tamiyavanichii,DINO_TAXON,semantic_cooccurrence,phosphorus,ENV_FACTOR,1,STX_DOC_000354,2024.0,2024.0,dino_all
alexandrium_tamiyavanichii,DINO_TAXON,semantic_cooccurrence,pyrodinium,DINO_TAXON,2,STX_DOC_000293;STX_DOC_000374,2006.0,2016.0,dino_all
alexandrium_tamiyavanichii,DINO_TAXON,semantic_cooccurrence,pyrodinium_bahamense,DINO_TAXON,2,STX_DOC_000293;STX_DOC_000374,2006.0,2016.0,dino_all
alexandrium_tamiyavanichii,DINO_TAXON,semantic_cooccurrence,temperature,ENV_FACTOR,2,STX_DOC_000374;STX_DOC_000437,2006.0,2016.0,dino_all
alexandrium_tamiyavanichii,DINO_TAXON,taxon_associated_with_process,biosynthesis,BIOLOGICAL_PROCESS,1,STX_DOC_000070,2012.0,2012.0,dino_all
alexandrium_tamiyavanichii,DINO_TAXON,taxon_associated_with_process,saxitoxin_biosynthesis,BIOLOGICAL_PROCESS,1,STX_DOC_000070,2012.0,2012.0,dino_all
alexandrium_tamiyavanichii,DINO_TAXON,taxon_associated_with_process,toxicity,BIOLOGICAL_PROCESS,6,STX_DOC_000193;STX_DOC_000194;STX_DOC_000293;STX_DOC_000354;STX_DOC_000433;STX_DOC_000741,2002.0,2024.0,dino_all
alexandrium_tamiyavanichii,DINO_TAXON,taxon_associated_with_process,toxin_production,BIOLOGICAL_PROCESS,2,STX_DOC_000354;STX_DOC_000437,2006.0,2024.0,dino_all
anabaena,CYANO_TAXON,semantic_cooccurrence,bloom,ENV_FACTOR,2,STX_DOC_000071;STX_DOC_000769,1994.0,2010.0,dino_all
anabaena,CYANO_TAXON,semantic_cooccurrence,cylindrospermopsis,CYANO_TAXON,4,STX_DOC_000009;STX_DOC_000071;STX_DOC_000072;STX_DOC_000124,2009.0,2016.0,dino_all
anabaena,CYANO_TAXON,semantic_cooccurrence,hplc,DETECTION_METHOD,4,STX_DOC_000071;STX_DOC_000280;STX_DOC_000348;STX_DOC_000769,1994.0,2013.0,dino_all
anabaena,CYANO_TAXON,semantic_cooccurrence,lc_ms,DETECTION_METHOD,2,STX_DOC_000280;STX_DOC_000546,2013.0,2019.0,dino_all
anabaena,CYANO_TAXON,semantic_cooccurrence,lc_ms_ms,DETECTION_METHOD,1,STX_DOC_000280,2013.0,2013.0,dino_all
anabaena,CYANO_TAXON,semantic_cooccurrence,lyngbya,CYANO_TAXON,2,STX_DOC_000009;STX_DOC_000071,2010.0,2010.0,dino_all
anabaena,CYANO_TAXON,semantic_cooccurrence,mass_spectrometry,DETECTION_METHOD,1,STX_DOC_000348,1996.0,1996.0,dino_all
anabaena,CYANO_TAXON,semantic_cooccurrence,planktothrix,CYANO_TAXON,1,STX_DOC_000009,2010.0,2010.0,dino_all
anabaena,CYANO_TAXON,taxon_associated_with_process,biosynthesis,BIOLOGICAL_PROCESS,6,STX_DOC_000044;STX_DOC_000061;STX_DOC_000071;STX_DOC_000072;STX_DOC_000124;STX_DOC_000546,2009.0,2023.0,dino_all
anabaena,CYANO_TAXON,taxon_associated_with_process,evolution,BIOLOGICAL_PROCESS,2,STX_DOC_000061;STX_DOC_000325,2009.0,2009.0,dino_all
anabaena,CYANO_TAXON,taxon_associated_with_process,expression,BIOLOGICAL_PROCESS,3,STX_DOC_000072;STX_DOC_000124;STX_DOC_000325,2009.0,2016.0,dino_all
anabaena,CYANO_TAXON,taxon_associated_with_process,gene_expression,BIOLOGICAL_PROCESS,1,STX_DOC_000325,2009.0,2009.0,dino_all
anabaena,CYANO_TAXON,taxon_associated_with_process,horizontal_gene_transfer,BIOLOGICAL_PROCESS,1,STX_DOC_000061,2009.0,2009.0,dino_all
anabaena,CYANO_TAXON,taxon_associated_with_process,phylogenetic,BIOLOGICAL_PROCESS,2,STX_DOC_000061;STX_DOC_000325,2009.0,2009.0,dino_all
anabaena,CYANO_TAXON,taxon_associated_with_process,phylogeny,BIOLOGICAL_PROCESS,1,STX_DOC_000061,2009.0,2009.0,dino_all
anabaena,CYANO_TAXON,taxon_associated_with_process,regulation,BIOLOGICAL_PROCESS,1,STX_DOC_000325,2009.0,2009.0,dino_all
anabaena,CYANO_TAXON,taxon_associated_with_process,saxitoxin_biosynthesis,BIOLOGICAL_PROCESS,2,STX_DOC_000044;STX_DOC_000072,2009.0,2023.0,dino_all
anabaena,CYANO_TAXON,taxon_associated_with_process,toxicity,BIOLOGICAL_PROCESS,1,STX_DOC_000009,2010.0,2010.0,dino_all
anabaena,CYANO_TAXON,taxon_associated_with_process,toxin_biosynthesis,BIOLOGICAL_PROCESS,1,STX_DOC_000061,2009.0,2009.0,dino_all
anabaena,CYANO_TAXON,taxon_associated_with_process,transcription,BIOLOGICAL_PROCESS,1,STX_DOC_000124,2016.0,2016.0,dino_all
aphanizomenon,CYANO_TAXON,semantic_cooccurrence,anabaena,CYANO_TAXON,4,STX_DOC_000009;STX_DOC_000044;STX_DOC_000061;STX_DOC_000071,2009.0,2023.0,dino_all
aphanizomenon,CYANO_TAXON,semantic_cooccurrence,bloom,ENV_FACTOR,1,STX_DOC_000071,2010.0,2010.0,dino_all
aphanizomenon,CYANO_TAXON,semantic_cooccurrence,cylindrospermopsis,CYANO_TAXON,2,STX_DOC_000009;STX_DOC_000071,2010.0,2010.0,dino_all
aphanizomenon,CYANO_TAXON,semantic_cooccurrence,hplc,DETECTION_METHOD,3,STX_DOC_000071;STX_DOC_000599;STX_DOC_000600,1994.0,2010.0,dino_all
aphanizomenon,CYANO_TAXON,semantic_cooccurrence,lyngbya,CYANO_TAXON,2,STX_DOC_000009;STX_DOC_000071,2010.0,2010.0,dino_all
aphanizomenon,CYANO_TAXON,semantic_cooccurrence,mass_spectrometry,DETECTION_METHOD,2,STX_DOC_000599;STX_DOC_000600,1994.0,1994.0,dino_all
aphanizomenon,CYANO_TAXON,semantic_cooccurrence,planktothrix,CYANO_TAXON,1,STX_DOC_000009,2010.0,2010.0,dino_all
aphanizomenon,CYANO_TAXON,semantic_cooccurrence,temperature,ENV_FACTOR,1,STX_DOC_000090,2019.0,2019.0,dino_all
aphanizomenon,CYANO_TAXON,taxon_associated_with_process,biosynthesis,BIOLOGICAL_PROCESS,4,STX_DOC_000044;STX_DOC_000061;STX_DOC_000071;STX_DOC_000090,2009.0,2023.0,dino_all
aphanizomenon,CYANO_TAXON,taxon_associated_with_process,evolution,BIOLOGICAL_PROCESS,1,STX_DOC_000061,2009.0,2009.0,dino_all
aphanizomenon,CYANO_TAXON,taxon_associated_with_process,expression,BIOLOGICAL_PROCESS,1,STX_DOC_000090,2019.0,2019.0,dino_all
aphanizomenon,CYANO_TAXON,taxon_associated_with_process,horizontal_gene_transfer,BIOLOGICAL_PROCESS,1,STX_DOC_000061,2009.0,2009.0,dino_all
aphanizomenon,CYANO_TAXON,taxon_associated_with_process,phylogenetic,BIOLOGICAL_PROCESS,1,STX_DOC_000061,2009.0,2009.0,dino_all
aphanizomenon,CYANO_TAXON,taxon_associated_with_process,phylogeny,BIOLOGICAL_PROCESS,1,STX_DOC_000061,2009.0,2009.0,dino_all
aphanizomenon,CYANO_TAXON,taxon_associated_with_process,regulation,BIOLOGICAL_PROCESS,1,STX_DOC_000090,2019.0,2019.0,dino_all
aphanizomenon,CYANO_TAXON,taxon_associated_with_process,saxitoxin_biosynthesis,BIOLOGICAL_PROCESS,1,STX_DOC_000044,2023.0,2023.0,dino_all
aphanizomenon,CYANO_TAXON,taxon_associated_with_process,toxicity,BIOLOGICAL_PROCESS,1,STX_DOC_000009,2010.0,2010.0,dino_all
aphanizomenon,CYANO_TAXON,taxon_associated_with_process,toxin_biosynthesis,BIOLOGICAL_PROCESS,1,STX_DOC_000061,2009.0,2009.0,dino_all
biosensor,DETECTION_METHOD,semantic_cooccurrence,harmful_algal_bloom,BIOLOGICAL_PROCESS,1,STX_DOC_000942,2013.0,2013.0,dino_all
biosynthesis,BIOLOGICAL_PROCESS,environment_associated_with_process,nitrogen_limitation,ENV_FACTOR,1,STX_DOC_000113,2015.0,2015.0,dino_all
biosynthesis,BIOLOGICAL_PROCESS,semantic_cooccurrence,chemical_analysis,DETECTION_METHOD,1,STX_DOC_000971,2000.0,2000.0,dino_all
biosynthesis,BIOLOGICAL_PROCESS,semantic_cooccurrence,evolution,BIOLOGICAL_PROCESS,13,STX_DOC_000004;STX_DOC_000028;STX_DOC_000061;STX_DOC_000067;STX_DOC_000093;STX_DOC_000121;STX_DOC_000182;STX_DOC_000184;STX_DOC_000379;STX_DOC_000409;STX_DOC_001071;STX_DOC_001725;STX_DOC_001735,2009.0,2026.0,dino_all
biosynthesis,BIOLOGICAL_PROCESS,semantic_cooccurrence,expression,BIOLOGICAL_PROCESS,34,STX_DOC_000001;STX_DOC_000002;STX_DOC_000004;STX_DOC_000005;STX_DOC_000012;STX_DOC_000019;STX_DOC_000024;STX_DOC_000025;STX_DOC_000026;STX_DOC_000040;STX_DOC_000056;STX_DOC_000058;STX_DOC_000064;STX_DOC_000072;STX_DOC_000086;STX_DOC_000089;STX_DOC_000090;STX_DOC_000093;STX_DOC_000106;STX_DOC_000110;STX_DOC_000113;STX_DOC_000124;STX_DOC_000134;STX_DOC_000160;STX_DOC_000184;STX_DOC_000230;STX_DOC_000240;STX_DOC_000241;STX_DOC_000329;STX_DOC_000357;STX_DOC_000359;STX_DOC_000452;STX_DOC_000756;STX_DOC_000831,2003.0,2026.0,dino_all
biosynthesis,BIOLOGICAL_PROCESS,semantic_cooccurrence,gene_duplication,BIOLOGICAL_PROCESS,2,STX_DOC_000028;STX_DOC_000831,2014.0,2015.0,dino_all
biosynthesis,BIOLOGICAL_PROCESS,semantic_cooccurrence,gene_expression,BIOLOGICAL_PROCESS,9,STX_DOC_000002;STX_DOC_000004;STX_DOC_000024;STX_DOC_000064;STX_DOC_000089;STX_DOC_000093;STX_DOC_000110;STX_DOC_000134;STX_DOC_000184,2013.0,2026.0,dino_all
biosynthesis,BIOLOGICAL_PROCESS,semantic_cooccurrence,gene_loss,BIOLOGICAL_PROCESS,2,STX_DOC_000010;STX_DOC_001735,2011.0,2026.0,dino_all
biosynthesis,BIOLOGICAL_PROCESS,semantic_cooccurrence,harmful_algal_bloom,BIOLOGICAL_PROCESS,2,STX_DOC_000088;STX_DOC_000329,2005.0,2024.0,dino_all
biosynthesis,BIOLOGICAL_PROCESS,semantic_cooccurrence,horizontal_gene_transfer,BIOLOGICAL_PROCESS,10,STX_DOC_000001;STX_DOC_000004;STX_DOC_000052;STX_DOC_000061;STX_DOC_000067;STX_DOC_000178;STX_DOC_000237;STX_DOC_000379;STX_DOC_000577;STX_DOC_001735,2008.0,2024.0,dino_all
biosynthesis,BIOLOGICAL_PROCESS,semantic_cooccurrence,hplc,DETECTION_METHOD,6,STX_DOC_000064;STX_DOC_000071;STX_DOC_000089;STX_DOC_000230;STX_DOC_000251;STX_DOC_000273,2002.0,2026.0,dino_all
biosynthesis,BIOLOGICAL_PROCESS,semantic_cooccurrence,lc_ms,DETECTION_METHOD,1,STX_DOC_000546,2019.0,2019.0,dino_all
biosynthesis,BIOLOGICAL_PROCESS,semantic_cooccurrence,mass_spectrometry,DETECTION_METHOD,5,STX_DOC_000025;STX_DOC_000122;STX_DOC_000230;STX_DOC_000273;STX_DOC_000322,2013.0,2023.0,dino_all
biosynthesis,BIOLOGICAL_PROCESS,semantic_cooccurrence,mouse_bioassay,DETECTION_METHOD,2,STX_DOC_000105;STX_DOC_000971,2000.0,2022.0,dino_all
biosynthesis,BIOLOGICAL_PROCESS,semantic_cooccurrence,phylogenetic,BIOLOGICAL_PROCESS,16,STX_DOC_000001;STX_DOC_000002;STX_DOC_000003;STX_DOC_000010;STX_DOC_000014;STX_DOC_000022;STX_DOC_000034;STX_DOC_000052;STX_DOC_000061;STX_DOC_000067;STX_DOC_000131;STX_DOC_000178;STX_DOC_000237;STX_DOC_000305;STX_DOC_000577;STX_DOC_000756,2003.0,2026.0,dino_all
biosynthesis,BIOLOGICAL_PROCESS,semantic_cooccurrence,phylogeny,BIOLOGICAL_PROCESS,7,STX_DOC_000001;STX_DOC_000022;STX_DOC_000028;STX_DOC_000061;STX_DOC_000133;STX_DOC_000380;STX_DOC_000577,2008.0,2025.0,dino_all
biosynthesis,BIOLOGICAL_PROCESS,semantic_cooccurrence,polyketide_synthase,BIOLOGICAL_PROCESS,1,STX_DOC_000756,2003.0,2003.0,dino_all
biosynthesis,BIOLOGICAL_PROCESS,semantic_cooccurrence,regulation,BIOLOGICAL_PROCESS,21,STX_DOC_000019;STX_DOC_000058;STX_DOC_000086;STX_DOC_000089;STX_DOC_000090;STX_DOC_000093;STX_DOC_000102;STX_DOC_000106;STX_DOC_000121;STX_DOC_000133;STX_DOC_000134;STX_DOC_000160;STX_DOC_000182;STX_DOC_000184;STX_DOC_000275;STX_DOC_000300;STX_DOC_000425;STX_DOC_000450;STX_DOC_000452;STX_DOC_000497;STX_DOC_001725,1998.0,2026.0,dino_all
biosynthesis,BIOLOGICAL_PROCESS,semantic_cooccurrence,resting_cyst,BIOLOGICAL_PROCESS,1,STX_DOC_000983,1992.0,1992.0,dino_all
biosynthesis,BIOLOGICAL_PROCESS,semantic_cooccurrence,saxitoxin_biosynthesis,BIOLOGICAL_PROCESS,39,STX_DOC_000001;STX_DOC_000002;STX_DOC_000010;STX_DOC_000020;STX_DOC_000022;STX_DOC_000023;STX_DOC_000026;STX_DOC_000027;STX_DOC_000028;STX_DOC_000034;STX_DOC_000037;STX_DOC_000042;STX_DOC_000044;STX_DOC_000047;STX_DOC_000052;STX_DOC_000070;STX_DOC_000072;STX_DOC_000074;STX_DOC_000076;STX_DOC_000093;STX_DOC_000098;STX_DOC_000101;STX_DOC_000106;STX_DOC_000110;STX_DOC_000122;STX_DOC_000131;STX_DOC_000244;STX_DOC_000258;STX_DOC_000300;STX_DOC_000305;STX_DOC_000306;STX_DOC_000357;STX_DOC_000359;STX_DOC_000379;STX_DOC_000380;STX_DOC_000401;STX_DOC_000409;STX_DOC_000416;STX_DOC_000577,1998.0,2026.0,dino_all
biosynthesis,BIOLOGICAL_PROCESS,semantic_cooccurrence,toxicity,BIOLOGICAL_PROCESS,26,STX_DOC_000005;STX_DOC_000021;STX_DOC_000023;STX_DOC_000033;STX_DOC_000050;STX_DOC_000056;STX_DOC_000064;STX_DOC_000074;STX_DOC_000086;STX_DOC_000089;STX_DOC_000098;STX_DOC_000102;STX_DOC_000106;STX_DOC_000133;STX_DOC_000134;STX_DOC_000171;STX_DOC_000208;STX_DOC_000226;STX_DOC_000257;STX_DOC_000300;STX_DOC_000418;STX_DOC_000450;STX_DOC_000477;STX_DOC_000497;STX_DOC_000616;STX_DOC_000971,1998.0,2026.0,dino_all
biosynthesis,BIOLOGICAL_PROCESS,semantic_cooccurrence,toxin_biosynthesis,BIOLOGICAL_PROCESS,33,STX_DOC_000006;STX_DOC_000014;STX_DOC_000020;STX_DOC_000034;STX_DOC_000040;STX_DOC_000042;STX_DOC_000058;STX_DOC_000061;STX_DOC_000074;STX_DOC_000076;STX_DOC_000086;STX_DOC_000098;STX_DOC_000106;STX_DOC_000110;STX_DOC_000113;STX_DOC_000121;STX_DOC_000160;STX_DOC_000171;STX_DOC_000178;STX_DOC_000182;STX_DOC_000237;STX_DOC_000240;STX_DOC_000241;STX_DOC_000242;STX_DOC_000322;STX_DOC_000329;STX_DOC_000336;STX_DOC_000418;STX_DOC_000497;STX_DOC_000616;STX_DOC_000902;STX_DOC_001725;STX_DOC_001729,1999.0,2026.0,dino_all
biosynthesis,BIOLOGICAL_PROCESS,semantic_cooccurrence,toxin_production,BIOLOGICAL_PROCESS,23,STX_DOC_000004;STX_DOC_000006;STX_DOC_000012;STX_DOC_000019;STX_DOC_000021;STX_DOC_000024;STX_DOC_000047;STX_DOC_000056;STX_DOC_000074;STX_DOC_000076;STX_DOC_000086;STX_DOC_000098;STX_DOC_000122;STX_DOC_000184;STX_DOC_000243;STX_DOC_000251;STX_DOC_000300;STX_DOC_000415;STX_DOC_000418;STX_DOC_000450;STX_DOC_000497;STX_DOC_000542;STX_DOC_000906,1998.0,2025.0,dino_all
biosynthesis,BIOLOGICAL_PROCESS,semantic_cooccurrence,toxin_profiling,DETECTION_METHOD,1,STX_DOC_000010,2026.0,2026.0,dino_all
biosynthesis,BIOLOGICAL_PROCESS,semantic_cooccurrence,transcription,BIOLOGICAL_PROCESS,5,STX_DOC_000056;STX_DOC_000089;STX_DOC_000093;STX_DOC_000124;STX_DOC_000133,2014.0,2025.0,dino_all
biosynthesis,BIOLOGICAL_PROCESS,semantic_cooccurrence,transcriptome,BIOLOGICAL_PROCESS,12,STX_DOC_000001;STX_DOC_000002;STX_DOC_000010;STX_DOC_000014;STX_DOC_000020;STX_DOC_000027;STX_DOC_000033;STX_DOC_000040;STX_DOC_000110;STX_DOC_000242;STX_DOC_000416;STX_DOC_000831,2014.0,2026.0,dino_all
biosynthesis,BIOLOGICAL_PROCESS,semantic_cooccurrence,transcriptomic,BIOLOGICAL_PROCESS,12,STX_DOC_000002;STX_DOC_000012;STX_DOC_000014;STX_DOC_000019;STX_DOC_000086;STX_DOC_000110;STX_DOC_000184;STX_DOC_000242;STX_DOC_000275;STX_DOC_000450;STX_DOC_001725;STX_DOC_001729,2013.0,2026.0,dino_all
bloom,ENV_FACTOR,environment_associated_with_process,biosynthesis,BIOLOGICAL_PROCESS,15,STX_DOC_000006;STX_DOC_000019;STX_DOC_000020;STX_DOC_000021;STX_DOC_000026;STX_DOC_000033;STX_DOC_000064;STX_DOC_000071;STX_DOC_000076;STX_DOC_000086;STX_DOC_000133;STX_DOC_000171;STX_DOC_000306;STX_DOC_000902;STX_DOC_000983,1992.0,2026.0,dino_all
bloom,ENV_FACTOR,environment_associated_with_process,bloom_dynamics,BIOLOGICAL_PROCESS,2,STX_DOC_001094;STX_DOC_001720,1997.0,2022.0,dino_all
bloom,ENV_FACTOR,environment_associated_with_process,cyst_formation,BIOLOGICAL_PROCESS,2,STX_DOC_000451;STX_DOC_001708,2025.0,2025.0,dino_all
bloom,ENV_FACTOR,environment_associated_with_process,evolution,BIOLOGICAL_PROCESS,4,STX_DOC_000203;STX_DOC_000250;STX_DOC_000607;STX_DOC_000625,2003.0,2025.0,dino_all
bloom,ENV_FACTOR,environment_associated_with_process,expression,BIOLOGICAL_PROCESS,11,STX_DOC_000019;STX_DOC_000026;STX_DOC_000064;STX_DOC_000086;STX_DOC_000423;STX_DOC_000435;STX_DOC_000460;STX_DOC_000481;STX_DOC_000613;STX_DOC_000833;STX_DOC_001162,2009.0,2026.0,dino_all
bloom,ENV_FACTOR,environment_associated_with_process,gene_expression,BIOLOGICAL_PROCESS,4,STX_DOC_000064;STX_DOC_000435;STX_DOC_000481;STX_DOC_000613,2009.0,2026.0,dino_all
bloom,ENV_FACTOR,environment_associated_with_process,harmful_algal_bloom,BIOLOGICAL_PROCESS,16,STX_DOC_000053;STX_DOC_000256;STX_DOC_000263;STX_DOC_000307;STX_DOC_000362;STX_DOC_000625;STX_DOC_000642;STX_DOC_000738;STX_DOC_000788;STX_DOC_000795;STX_DOC_000807;STX_DOC_000848;STX_DOC_000942;STX_DOC_001202;STX_DOC_001721;STX_DOC_001722,1997.0,2025.0,dino_all
bloom,ENV_FACTOR,environment_associated_with_process,horizontal_gene_transfer,BIOLOGICAL_PROCESS,1,STX_DOC_000256,2025.0,2025.0,dino_all
bloom,ENV_FACTOR,environment_associated_with_process,phylogenetic,BIOLOGICAL_PROCESS,7,STX_DOC_000169;STX_DOC_000256;STX_DOC_000309;STX_DOC_000335;STX_DOC_001193;STX_DOC_001194;STX_DOC_001711,2002.0,2025.0,dino_all
bloom,ENV_FACTOR,environment_associated_with_process,phylogeny,BIOLOGICAL_PROCESS,3,STX_DOC_000133;STX_DOC_000227;STX_DOC_000967,2003.0,2025.0,dino_all
bloom,ENV_FACTOR,environment_associated_with_process,regulation,BIOLOGICAL_PROCESS,10,STX_DOC_000019;STX_DOC_000086;STX_DOC_000133;STX_DOC_000142;STX_DOC_000362;STX_DOC_000435;STX_DOC_000544;STX_DOC_000565;STX_DOC_000582;STX_DOC_000743,2006.0,2025.0,dino_all
bloom,ENV_FACTOR,environment_associated_with_process,resting_cyst,BIOLOGICAL_PROCESS,2,STX_DOC_000776;STX_DOC_000983,1982.0,1992.0,dino_all
bloom,ENV_FACTOR,environment_associated_with_process,saxitoxin_biosynthesis,BIOLOGICAL_PROCESS,4,STX_DOC_000020;STX_DOC_000026;STX_DOC_000076;STX_DOC_000306,2021.0,2022.0,dino_all
bloom,ENV_FACTOR,environment_associated_with_process,secondary_metabolism,BIOLOGICAL_PROCESS,1,STX_DOC_000142,2012.0,2012.0,dino_all
bloom,ENV_FACTOR,environment_associated_with_process,toxicity,BIOLOGICAL_PROCESS,62,STX_DOC_000011;STX_DOC_000021;STX_DOC_000033;STX_DOC_000035;STX_DOC_000036;STX_DOC_000064;STX_DOC_000078;STX_DOC_000086;STX_DOC_000129;STX_DOC_000133;STX_DOC_000142;STX_DOC_000157;STX_DOC_000159;STX_DOC_000169;STX_DOC_000171;STX_DOC_000175;STX_DOC_000196;STX_DOC_000198;STX_DOC_000203;STX_DOC_000215;STX_DOC_000227;STX_DOC_000234;STX_DOC_000250;STX_DOC_000264;STX_DOC_000268;STX_DOC_000269;STX_DOC_000282;STX_DOC_000309;STX_DOC_000335;STX_DOC_000412;STX_DOC_000428;STX_DOC_000451;STX_DOC_000481;STX_DOC_000487;STX_DOC_000505;STX_DOC_000508;STX_DOC_000533;STX_DOC_000544;STX_DOC_000558;STX_DOC_000561;STX_DOC_000581;STX_DOC_000590;STX_DOC_000613;STX_DOC_000625;STX_DOC_000642;STX_DOC_000677;STX_DOC_000709;STX_DOC_000761;STX_DOC_000765;STX_DOC_000773;STX_DOC_000776;STX_DOC_000787;STX_DOC_000795;STX_DOC_000820;STX_DOC_000848;STX_DOC_000875;STX_DOC_001173;STX_DOC_001248;STX_DOC_001708;STX_DOC_001728;STX_DOC_001733;STX_DOC_001736,1982.0,2026.0,dino_all
bloom,ENV_FACTOR,environment_associated_with_process,toxin_biosynthesis,BIOLOGICAL_PROCESS,6,STX_DOC_000006;STX_DOC_000020;STX_DOC_000076;STX_DOC_000086;STX_DOC_000171;STX_DOC_000902,2015.0,2024.0,dino_all
bloom,ENV_FACTOR,environment_associated_with_process,toxin_production,BIOLOGICAL_PROCESS,19,STX_DOC_000006;STX_DOC_000019;STX_DOC_000021;STX_DOC_000076;STX_DOC_000086;STX_DOC_000142;STX_DOC_000203;STX_DOC_000256;STX_DOC_000289;STX_DOC_000423;STX_DOC_000451;STX_DOC_000455;STX_DOC_000481;STX_DOC_000565;STX_DOC_000625;STX_DOC_000714;STX_DOC_000913;STX_DOC_001708;STX_DOC_001733,2006.0,2025.0,dino_all
bloom,ENV_FACTOR,environment_associated_with_process,transcription,BIOLOGICAL_PROCESS,2,STX_DOC_000133;STX_DOC_000835,2013.0,2025.0,dino_all
bloom,ENV_FACTOR,environment_associated_with_process,transcriptome,BIOLOGICAL_PROCESS,4,STX_DOC_000020;STX_DOC_000033;STX_DOC_000435;STX_DOC_000565,2009.0,2023.0,dino_all
bloom,ENV_FACTOR,environment_associated_with_process,transcriptomic,BIOLOGICAL_PROCESS,4,STX_DOC_000019;STX_DOC_000086;STX_DOC_000435;STX_DOC_000565,2009.0,2024.0,dino_all
bloom,ENV_FACTOR,semantic_cooccurrence,biosensor,DETECTION_METHOD,1,STX_DOC_000942,2013.0,2013.0,dino_all
bloom,ENV_FACTOR,semantic_cooccurrence,climate_change,ENV_FACTOR,1,STX_DOC_000362,2021.0,2021.0,dino_all
bloom,ENV_FACTOR,semantic_cooccurrence,elisa,DETECTION_METHOD,6,STX_DOC_000287;STX_DOC_000288;STX_DOC_000290;STX_DOC_000292;STX_DOC_000481;STX_DOC_000624,2006.0,2020.0,dino_all
bloom,ENV_FACTOR,semantic_cooccurrence,harmful_algal_bloom,ENV_FACTOR,27,STX_DOC_000033;STX_DOC_000053;STX_DOC_000057;STX_DOC_000064;STX_DOC_000076;STX_DOC_000203;STX_DOC_000256;STX_DOC_000263;STX_DOC_000277;STX_DOC_000287;STX_DOC_000288;STX_DOC_000289;STX_DOC_000321;STX_DOC_000358;STX_DOC_000362;STX_DOC_000407;STX_DOC_000412;STX_DOC_000508;STX_DOC_000624;STX_DOC_000642;STX_DOC_000738;STX_DOC_000788;STX_DOC_000820;STX_DOC_000942;STX_DOC_001052;STX_DOC_001721;STX_DOC_001722,2003.0,2026.0,dino_all
bloom,ENV_FACTOR,semantic_cooccurrence,hplc,DETECTION_METHOD,25,STX_DOC_000011;STX_DOC_000035;STX_DOC_000036;STX_DOC_000057;STX_DOC_000064;STX_DOC_000071;STX_DOC_000142;STX_DOC_000159;STX_DOC_000169;STX_DOC_000196;STX_DOC_000227;STX_DOC_000250;STX_DOC_000287;STX_DOC_000288;STX_DOC_000290;STX_DOC_000292;STX_DOC_000438;STX_DOC_000633;STX_DOC_000668;STX_DOC_000677;STX_DOC_000769;STX_DOC_000787;STX_DOC_000848;STX_DOC_000853;STX_DOC_001733,1990.0,2026.0,dino_all
