Source,Target,Source_Type,Target_Type,Hypothesis_Type,Common_Neighbor_Count,Weighted_Common_Neighbor_Score,Adamic_Adar_Score,Preferential_Attachment,Source_Degree,Target_Degree,Source_Weighted_Degree,Target_Weighted_Degree,Semantic_Bonus,Structural_Score,Bridge_Nodes,Bridge_Relation_Hints,Priority_Bonus,Priority_Score,Biological_Category,Validated_in_Post2015,Has_STX_Gene_Signal,Has_Environment_Signal,Has_Evolution_Signal,Has_Regulation_Signal,GB_ML_Score_OOF,RF_ML_Score_OOF,ML_Score,Priority_Score_Norm,ML_Score_Norm,Final_AI_Discovery_Score
sxtA,stx biosynthesis genes,GENE,PHRASE_GENE_MECHANISM,GENE_MECHANISM_PHRASE_HYPOTHESIS,13,13.0,3.3299,2006,118,17,191.0,17.0,3.5,52.6899,Alexandrium catenella; Alexandrium fundyense; STX biosynthesis; biosynthesis; clade; evolution; gene expression; neurotoxin saxitoxin; saxitoxin; saxitoxin biosynthesis; saxitoxin producing; stx biosynthesis; sxtA4,ABSENT_IN;ASSOCIATED_WITH;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN;REGULATES,20.5,73.1899,Mechanistic biology,1,0.0,0.0,0.0,0.0,0.8456743259698819,0.9475295641995833,0.8864164212617625,0.39428950671956864,0.9608831822632706,0.6492566607142346
saxitoxin biosynthesis,nitrate,PHRASE_TOXIN_PHENOTYPE,ENV_FACTOR,ENV_TOXIN_PHENOTYPE_HYPOTHESIS,14,16.0,3.6522,4960,80,62,112.0,98.0,2.5,70.6045,Alexandrium catenella; Alexandrium fundyense; Alexandrium minutum; GTX; Saxitoxin; metabolic pathways; phosphate; saxitoxin; temperature; toxicity of alexandrium; toxin composition; toxin content; toxin production; toxin synthesis,ASSOCIATED_WITH;DECREASES;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN;REGULATES,19.5,90.1045,Environmental driver,1,0.0,0.0,0.0,0.0,0.8250875175881326,0.686,0.7694525105528796,0.49578871822936543,0.8336176991341729,0.6478117596365289
saxitoxin synthesis,sxtA1,PHRASE_TOXIN_PHENOTYPE,GENE,GENE_TOXIN_PHENOTYPE_HYPOTHESIS,19,26.0,4.826,3886,58,67,77.0,81.0,2.0,82.0819,Alexandrium minutum; Gymnodinium catenatum; STX-producing; amidinotransferase; biosynthesis; conservation; evolution; gene cluster; genes involved; involved in stx; nitrogen; saxitoxin; saxitoxin and its derivatives; saxitoxin biosynthesis; starting gene; stx-producing dinoflagellates; sxtA; sxtG; sxta and sxtg,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN;REGULATES,22.5,104.5819,Gene-toxin biology,1,0.0,0.0,0.0,0.0,0.627574947785941,0.732,0.6693449686715647,0.5826630566536811,0.7246932060561183,0.6465766238847779
sxtA,Gene expression,GENE,REGULATION_EXPRESSION,GENE_REGULATION_HYPOTHESIS,13,13.0,3.3299,2006,118,17,191.0,17.0,3.5,52.6899,Alexandrium catenella; Alexandrium fundyense; STX biosynthesis; biosynthesis; clade; evolution; gene expression; neurotoxin saxitoxin; saxitoxin; saxitoxin biosynthesis; saxitoxin producing; stx biosynthesis; sxtA4,ABSENT_IN;ASSOCIATED_WITH;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN;REGULATES,20.5,73.1899,Gene regulation,1,0.0,0.0,0.0,0.0,0.8644392402078681,0.9045849951915449,0.8804975422013388,0.39428950671956864,0.9544429991448866,0.6463585783109618
sxtA,biosynthesis genes,GENE,PHRASE_GENE_MECHANISM,GENE_MECHANISM_PHRASE_HYPOTHESIS,13,13.0,3.3299,2006,118,17,191.0,17.0,3.5,52.6899,Alexandrium catenella; Alexandrium fundyense; STX biosynthesis; biosynthesis; clade; evolution; gene expression; neurotoxin saxitoxin; saxitoxin; saxitoxin biosynthesis; saxitoxin producing; stx biosynthesis; sxtA4,ABSENT_IN;ASSOCIATED_WITH;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN;REGULATES,20.5,73.1899,Mechanistic biology,1,0.0,0.0,0.0,0.0,0.8644392402078681,0.9045849951915449,0.8804975422013388,0.39428950671956864,0.9544429991448866,0.6463585783109618
saxitoxin,Nitrogen,TOXIN,ENV_FACTOR,ENV_TOXIN_HYPOTHESIS,13,14.0,3.6387,4573,269,17,689.0,18.0,1.0,64.1423,Alexandrium tamarense; ammonium; cellular toxin; concentrations of nitrate; metabolic pathways; nitrate; nitrogen; nutrient limitation; phosphorus; toxin composition; toxin content; toxin contents; toxin production,ASSOCIATED_WITH;DECREASES;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN;REGULATES,19.5,83.6423,Environmental driver,1,0.0,0.0,0.0,0.0,0.850998513708681,0.7453707334356916,0.8087474015994853,0.45701108206778857,0.8763734796415337,0.6457241609759738
nitrogen,saxitoxin production,ENV_FACTOR,PHRASE_TOXIN_PHENOTYPE,ENV_TOXIN_PHENOTYPE_HYPOTHESIS,14,16.0,3.5473,3440,80,43,121.0,46.0,2.5,62.7947,Alexandrium tamarense; Saxitoxin; genes involved; paralytic shellfish toxins; psp toxin; psp toxin production; saxitoxin; saxitoxin synthesis; secondary metabolites; sxtA; sxtG; sxta and sxtg; toxic alexandrium; toxin production,ABSENT_IN;ASSOCIATED_WITH;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN;REGULATES,22.5,85.2947,Environmental driver,1,0.0,0.0,0.0,0.0,0.784528674404682,0.804,0.7923172046428093,0.46692661640491673,0.8584961964614083,0.6431329274303379
saxitoxin,high salinity,TOXIN,ENV_FACTOR,ENV_TOXIN_HYPOTHESIS,14,14.0,4.0449,4842,269,18,689.0,18.0,1.0,68.2997,Alexandrium minutum; environmental conditions; growth and toxin; growth and toxin production; light; nitrate; pH; phosphate; salinity; temperature; toxic dinoflagellate; toxic dinoflagellate alexandrium; toxin production; toxin profile,ASSOCIATED_WITH;DECREASES;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN;REGULATES,19.5,87.7997,Environmental driver,1,0.0,0.0,0.0,0.0,0.732288901437949,0.83,0.7713733408627694,0.4819583360336422,0.8357077061792143,0.6411455525991496
toxin composition,sxtA,PHRASE_TOXIN_PHENOTYPE,GENE,GENE_TOXIN_PHENOTYPE_HYPOTHESIS,12,24.0,2.7917,5546,47,118,119.0,191.0,2.0,71.3133,biosynthesis; cellular toxin content; evolution; nitrogen; nitrogen limitation; saxitoxin; saxitoxin analogues; saxitoxin biosynthesis; saxitoxin-producing dinoflagellates; toxin content; toxin production; toxin profile,ABSENT_IN;ASSOCIATED_WITH;DECREASES;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN;REGULATES,22.5,93.8133,Gene-toxin biology,0,0.0,0.0,0.0,0.0,0.8266396397971569,0.584,0.7295837838782941,0.5180440642409491,0.7902375425437204,0.6405311294771963
temperature,sxtA4,ENV_FACTOR,GENE,ENV_GENE_HYPOTHESIS,12,16.0,2.8045,5225,95,55,178.0,66.0,3.0,66.7339,Alexandrium catenella; Alexandrium fundyense; Alexandrium minutum; Alexandrium tamarense; Gymnodinium catenatum; biosynthesis; paralytic shellfish toxin; paralytic shellfish toxins; saxitoxin; saxitoxin biosynthesis; toxin content; toxin profile,ASSOCIATED_WITH;DECREASES;INCREASES;INVOLVED_IN;PRESENT_IN;REGULATES,18.0,84.7339,Environmental driver,1,0.0,0.0,0.0,0.0,0.830844682174038,0.72,0.7865068093044227,0.4635614314277553,0.8521740517466055,0.6384371105712379
nitrogen,involved in stx biosynthesis,ENV_FACTOR,PHRASE_TOXIN_PHENOTYPE,ENV_TOXIN_PHENOTYPE_HYPOTHESIS,14,16.0,3.3565,3600,80,45,121.0,51.0,2.5,63.213,Alexandrium fundyense; Alexandrium tamarense; Saxitoxin; biosynthesis; conservation; evolution; gene cluster; genes involved; paralytic shellfish toxins; saxitoxin; sxtA; sxtA1; sxtG; toxic algae,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN;REGULATES,22.5,85.713,Environmental driver,1,0.0,0.0,0.0,0.0,0.7361076870857584,0.786,0.7560646122514549,0.46943670355888706,0.819050664438704,0.6267629859548047
sxtA,divergence,GENE,EVOLUTIONARY_PROCESS,GENE_EVOLUTION_HYPOTHESIS,11,11.0,2.7377,2006,118,17,191.0,17.0,3.5,46.5055,biosynthesis; conservation; evolution; gene cluster; gene transfer; horizontal gene; horizontal gene transfer; nitrogen; saxitoxin; saxitoxin synthesis; secondary metabolites,ABSENT_IN;ASSOCIATED_WITH;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN;REGULATES,22.5,69.0055,Evolutionary mechanism,1,0.0,0.0,0.0,0.0,0.842281306013076,0.8735196901798599,0.8547766596797897,0.3691802342187946,0.9264567551763604,0.6199546686496993
saxitoxin synthesis,STX biosynthesis,PHRASE_TOXIN_PHENOTYPE,BIOLOGICAL_MECHANISM,MECHANISM_TOXIN_PHENOTYPE_HYPOTHESIS,20,25.0,5.0713,3132,58,54,77.0,68.0,1.5,79.8026,Alexandrium fundyense; Alexandrium tamarense; Gymnodinium catenatum; STX-producing; Saxitoxin; amidinotransferase; biosynthesis; biosynthesis of saxitoxin; conservation; evolution; gene cluster; genes involved; involved in stx; neurotoxin saxitoxin; saxitoxin; saxitoxin biosynthesis; stx-producing dinoflagellates; sxtA; sxtG; toxic species,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN,20.5,100.3026,Mechanistic biology,0,0.0,0.0,0.0,0.0,0.7007990291459676,0.54,0.6364794174875805,0.5569843190060942,0.6889330281996834,0.6163612381432094
sxtA,gene loss,GENE,GENE_PRESENCE_ABSENCE,GENE_PRESENCE_ABSENCE_HYPOTHESIS,11,11.0,2.7377,2006,118,17,191.0,17.0,3.5,46.5055,biosynthesis; conservation; evolution; gene cluster; gene transfer; horizontal gene; horizontal gene transfer; nitrogen; saxitoxin; saxitoxin synthesis; secondary metabolites,ABSENT_IN;ASSOCIATED_WITH;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN;REGULATES,22.5,69.0055,Gene presence/absence,1,0.0,0.0,0.0,0.0,0.8029204402910206,0.9060007338752518,0.8441525577247131,0.3691802342187946,0.9148969376229711,0.614752750750674
Alexandrium tamarense,paralytic shellfish toxins,SPECIES,PHRASE_TOXIN_PHENOTYPE,SPECIES_TOXIN_PHENOTYPE_HYPOTHESIS,42,62.0,11.585,4692,69,68,161.0,113.0,0.0,161.6301,STX biosynthesis; biosynthesis; biosynthesis of saxitoxin; cellular toxin content; core genes; decarbamoyl saxitoxin; distinct toxin profiles; gene cluster; genes associated; genes involved; involved in stx biosynthesis; neosaxitoxin; nitrate; nitrogen; nutrient levels; other saxitoxin; other saxitoxin derivatives; paralytic shellfish toxin profiles; rrna gene; salinity; saxitoxin derivatives; saxitoxin equivalents; saxitoxin gene; saxitoxin production; shellfish toxin profiles; starting gene; stx biosynthesis; sxt gene; sxtA; sxtA4; sxtG; sxtN; sxta and sxtg; sxta4 gene; temperature; toxin content; toxin content and composition; toxin contents; toxin production; toxin profile; toxin profiles; toxin profiles and toxin,ABSENT_IN;ASSOCIATED_WITH;DECREASES;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN;REGULATES,12.5,174.1301,Other,0,0.0,0.0,0.0,0.0,0.20274653028957187,0.03,0.13364791817374314,1.0,0.14181474782703463,0.6138166365221657
sxtA,growth and toxin production,GENE,PHRASE_TOXIN_PHENOTYPE,GENE_TOXIN_PHENOTYPE_HYPOTHESIS,9,13.0,2.1057,5428,118,46,191.0,73.0,3.5,59.3515,Alexandrium minutum; Alexandrium tamarense; Pyrodinium bahamense; cellular toxin; cellular toxin content; saxitoxin; toxin content; toxin production; toxin profile,ABSENT_IN;ASSOCIATED_WITH;DECREASES;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN;REGULATES,20.5,79.8515,Gene-toxin biology,0,0.0,0.0,0.0,0.0,0.8452109125528708,0.652,0.7679265475317225,0.4342636797649651,0.831957337233244,0.6132258256256907
biosynthesis,sxtB,BIOLOGICAL_MECHANISM,GENE,GENE_MECHANISM_HYPOTHESIS,17,17.0,4.379,3750,125,30,193.0,30.0,3.5,73.508,Alexandrium tamarense; Evolution; STX-producing; Saxitoxin; genes involved; homologs; involved in stx; saxitoxin; saxitoxin synthesis; secondary metabolites; stx genes; stx-producing dinoflagellates; sxtA; sxtG; sxta and sxtg; toxic species; toxin synthesis,ASSOCIATED_WITH;DECREASES;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN;REGULATES,20.5,94.008,Mechanistic biology,1,0.0,0.0,0.0,0.0,0.6742686198088638,0.6375313365879404,0.6595737065204944,0.5192123978983195,0.7140613419973648,0.6068944227428898
horizontal gene,sxtA4,PHRASE_GENE_MECHANISM,GENE,GENE_MECHANISM_PHRASE_HYPOTHESIS,12,15.0,2.7549,2420,44,55,65.0,66.0,2.0,51.1098,Alexandrium fundyense; Alexandrium minutum; Gymnodinium catenatum; Saxitoxin; biosynthesis; biosynthesis of saxitoxin; evolution; gene cluster; genes involved; saxitoxin; saxitoxin biosynthesis; sxtA,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INVOLVED_IN;PRESENT_IN,19.0,70.1098,Mechanistic biology,1,0.0,0.0,0.0,0.0,0.7286971649840208,0.9496608758777351,0.8170826493415065,0.3758067922970388,0.8854428526170091,0.6051430194410254
gene transfer,sxtA4,PHRASE_GENE_MECHANISM,GENE,GENE_MECHANISM_PHRASE_HYPOTHESIS,12,15.0,2.7549,2420,44,55,65.0,66.0,2.0,51.1098,Alexandrium fundyense; Alexandrium minutum; Gymnodinium catenatum; Saxitoxin; biosynthesis; biosynthesis of saxitoxin; evolution; gene cluster; genes involved; saxitoxin; saxitoxin biosynthesis; sxtA,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INVOLVED_IN;PRESENT_IN,19.0,70.1098,Mechanistic biology,1,0.0,0.0,0.0,0.0,0.728596885106389,0.948,0.8163581310638334,0.3758067922970388,0.8846545225407906,0.6047882709067272
biosynthesis,saxitoxin-producing dinoflagellates,BIOLOGICAL_MECHANISM,PHRASE_TOXIN_PHENOTYPE,MECHANISM_TOXIN_PHENOTYPE_HYPOTHESIS,18,24.0,4.7008,3500,125,28,193.0,49.0,1.5,76.4017,Alexandrium fundyense; Alexandrium minutum; Alexandrium tamarense; GTX; Saxitoxin; differences in toxin; homologs; neurotoxin saxitoxin; nitrogen; nitrogen limitation; phosphorus; production of toxins; saxitoxin; saxitoxin synthesis; saxitoxin-producing dinoflagellate; sxtA; toxin composition; toxin content,ASSOCIATED_WITH;DECREASES;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN;REGULATES,22.5,98.9017,Mechanistic biology,1,0.0,0.0,0.0,0.0,0.6895120176006437,0.5175638107850968,0.6207327348744249,0.5485779573183172,0.6717994597485423,0.6040276334119186
horizontal gene transfer,sxtA4,PHRASE_GENE_MECHANISM,GENE,GENE_MECHANISM_PHRASE_HYPOTHESIS,12,15.0,2.7549,2420,44,55,65.0,66.0,2.0,51.1098,Alexandrium fundyense; Alexandrium minutum; Gymnodinium catenatum; Saxitoxin; biosynthesis; biosynthesis of saxitoxin; evolution; gene cluster; genes involved; saxitoxin; saxitoxin biosynthesis; sxtA,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INVOLVED_IN;PRESENT_IN,19.0,70.1098,Mechanistic biology,1,0.0,0.0,0.0,0.0,0.7102747628224959,0.964,0.8117648576934975,0.3758067922970388,0.8796566975614706,0.6025392496660331
biosynthesis,toxin content and composition,BIOLOGICAL_MECHANISM,PHRASE_TOXIN_PHENOTYPE,MECHANISM_TOXIN_PHENOTYPE_HYPOTHESIS,12,15.0,3.1156,4875,125,39,193.0,89.0,1.5,63.6061,Alexandrium catenella; Alexandrium tamarense; Toxin content; down-regulated; paralytic shellfish toxin; paralytic shellfish toxins; saxitoxin; saxitoxin derivatives; secondary metabolite; temperature; toxin composition; toxin content,ASSOCIATED_WITH;DECREASES;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN;REGULATES,19.5,83.1061,Mechanistic biology,1,0.0,0.0,0.0,0.0,0.6916524857974262,0.764,0.7205914914784557,0.45379351397799905,0.7804532558370975,0.6007903978145934
nitrate,saxitoxin derivatives,ENV_FACTOR,PHRASE_TOXIN_PHENOTYPE,ENV_TOXIN_PHENOTYPE_HYPOTHESIS,22,32.0,5.8378,3286,62,53,98.0,106.0,1.0,89.1057,Alexandrium catenella; Alexandrium fundyense; Alexandrium tamarense; GTX; gonyautoxin; neoSTX; nutrient levels; paralytic shellfish toxin; paralytic shellfish toxins; phosphate; salinity; saxitoxin; temperature; toxicity of alexandrium; toxin composition; toxin content; toxin content and composition; toxin contents; toxin production; toxin profiles; toxin synthesis; toxin variability,ASSOCIATED_WITH;DECREASES;INCREASES;PRESENT_IN;REGULATES,15.0,104.1057,Environmental driver,0,0.0,0.0,0.0,0.0,0.5584579225207176,0.6,0.5750747535124305,0.5798055297526037,0.6221201610527587,0.5988471138376734
biosynthesis,Homologs,BIOLOGICAL_MECHANISM,EVOLUTIONARY_PROCESS,EVOLUTION_MECHANISM_HYPOTHESIS,17,17.0,4.379,3750,125,30,193.0,30.0,1.5,71.508,Alexandrium tamarense; Evolution; STX-producing; Saxitoxin; genes involved; homologs; involved in stx; saxitoxin; saxitoxin synthesis; secondary metabolites; stx genes; stx-producing dinoflagellates; sxtA; sxtG; sxta and sxtg; toxic species; toxin synthesis,ASSOCIATED_WITH;DECREASES;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN;REGULATES,20.5,92.008,Evolutionary mechanism,1,0.0,0.0,0.0,0.0,0.626477852318599,0.699940607965756,0.6558629545774617,0.5072110249412533,0.7100237663388551,0.5984767585701741
phylogeny,gene cluster,EVOLUTIONARY_PROCESS,PHRASE_GENE_MECHANISM,EVOLUTION_GENE_MECHANISM_HYPOTHESIS,20,25.0,4.9331,3795,55,69,84.0,79.0,1.5,82.8413,Alexandrium tamarense; STX biosynthesis; biosynthesis; biosynthesis gene; biosynthesis of saxitoxin; conservation; evolution; gene transfer; horizontal gene; horizontal gene transfer; involved in stx; involved in stx biosynthesis; saxitoxin; stx biosynthesis; sxtA; sxtA1; sxtG; toxin analogues; toxin content; toxin production,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN;REGULATES,20.5,103.3413,Evolutionary mechanism,0,0.0,0.0,0.0,0.0,0.6108088999461451,0.528,0.577685339967687,0.5752186050084129,0.6249606743740465,0.597602536222948
phylogeny,sxtA4,EVOLUTIONARY_PROCESS,GENE,GENE_EVOLUTION_HYPOTHESIS,18,23.0,4.46,3025,55,55,84.0,66.0,3.5,75.0451,Alexandrium tamarense; Gymnodinium catenatum; STX biosynthesis; STX-producing; biosynthesis; biosynthesis of saxitoxin; clade; evolution; involved in stx; involved in stx biosynthesis; saxitoxin; saxitoxin biosynthesis; stx biosynthesis; sxtA; sxtA1; sxta gene; toxin content; toxin profile,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN,20.5,95.5451,Evolutionary mechanism,1,0.0,0.0,0.0,0.0,0.747458615862016,0.452,0.6292751695172096,0.5284360530844728,0.6810942675685254,0.5971322496022966
biosynthesis,stx synthesis,BIOLOGICAL_MECHANISM,PHRASE_TOXIN_PHENOTYPE,MECHANISM_TOXIN_PHENOTYPE_HYPOTHESIS,10,10.0,2.3599,1875,125,15,193.0,15.0,1.5,40.5948,Evolution; Saxitoxin; genes involved; homologs; saxitoxin; saxitoxin synthesis; stx genes; sxtA; sxtG; sxta and sxtg,ASSOCIATED_WITH;DECREASES;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN;REGULATES,20.5,61.0948,Mechanistic biology,1,0.0,0.0,0.0,0.0,0.770855670050405,0.996,0.860913402030243,0.3217106036930624,0.933133989849311,0.5968511274633743
biosynthesis,non-toxic strains,BIOLOGICAL_MECHANISM,PHRASE_TOXIN_PHENOTYPE,MECHANISM_TOXIN_PHENOTYPE_HYPOTHESIS,10,10.0,2.3599,1875,125,15,193.0,15.0,1.5,40.5948,Evolution; Saxitoxin; genes involved; homologs; saxitoxin; saxitoxin synthesis; stx genes; sxtA; sxtG; sxta and sxtg,ASSOCIATED_WITH;DECREASES;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN;REGULATES,20.5,61.0948,Mechanistic biology,0,0.0,0.0,0.0,0.0,0.770855670050405,0.996,0.860913402030243,0.3217106036930624,0.933133989849311,0.5968511274633743
saxitoxin biosynthesis,salinity,PHRASE_TOXIN_PHENOTYPE,ENV_FACTOR,ENV_TOXIN_PHENOTYPE_HYPOTHESIS,12,16.0,2.9439,5440,80,68,112.0,120.0,2.5,67.5877,Alexandrium catenella; Alexandrium minutum; GTX; Pyrodinium bahamense; Toxin content; phosphate; saxitoxin; saxitoxin derivatives; temperature; toxin composition; toxin content; toxin production,ASSOCIATED_WITH;DECREASES;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN;REGULATES,19.5,87.0877,Environmental driver,1,0.0,0.0,0.0,0.0,0.7383739455801447,0.59,0.6790243673480868,0.4776858472609266,0.7352251157836646,0.5935785180961588
biosynthesis of saxitoxin,gene expression,PHRASE_TOXIN_PHENOTYPE,REGULATION_EXPRESSION,REGULATION_TOXIN_PHENOTYPE_HYPOTHESIS,14,14.0,3.2679,2058,49,42,61.0,42.0,3.0,54.8258,Alexandrium fundyense; Alexandrium minutum; STX biosynthesis; biosynthesis; biosynthesis gene; gene cluster; genes involved; paralytic shellfish toxins; saxitoxin; saxitoxin biosynthesis; stx biosynthesis; sxtA; sxtA4; sxtG,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INVOLVED_IN;PRESENT_IN;REGULATES,19.0,73.8258,Other,0,0.0,0.0,0.0,0.0,0.774880923875709,0.73208910137641,0.7577641948759894,0.3981053432512679,0.8208999374539298,0.5883629106424657
sxtA4,Evolution,GENE,EVOLUTIONARY_PROCESS,GENE_EVOLUTION_HYPOTHESIS,12,13.0,2.9614,2255,55,41,66.0,43.0,3.5,51.1979,Alexandrium tamarense; STX-producing; Saxitoxin; biosynthesis; evolution; genes involved; involved in stx; saxitoxin; saxitoxin biosynthesis; stx production; sxtA; toxic species,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INVOLVED_IN;PRESENT_IN,19.0,70.1979,Evolutionary mechanism,1,0.0,0.0,0.0,0.0,0.770411026443688,0.7998236305243922,0.7821760680759696,0.37633545277579755,0.8474618813736605,0.5883423456448359
temperature,stx biosynthesis,ENV_FACTOR,PHRASE_TOXIN_PHENOTYPE,ENV_TOXIN_PHENOTYPE_HYPOTHESIS,9,11.0,2.1602,5130,95,54,178.0,68.0,2.5,55.9704,Alexandrium catenella; Alexandrium fundyense; Alexandrium tamarense; Gymnodinium catenatum; Pyrodinium bahamense; biosynthesis; paralytic shellfish toxins; saxitoxin; saxitoxin biosynthesis,ASSOCIATED_WITH;DECREASES;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN;REGULATES,19.5,75.4704,Environmental driver,1,0.0,0.0,0.0,0.0,0.7262571685381942,0.768,0.7429543011229165,0.4079740722338635,0.804785665349378,0.5865392891358451
nitrogen,growth and toxin production,ENV_FACTOR,PHRASE_TOXIN_PHENOTYPE,ENV_TOXIN_PHENOTYPE_HYPOTHESIS,16,25.0,4.1594,3680,80,46,121.0,73.0,2.5,73.7188,Alexandrium minutum; Alexandrium tamarense; GTX; Toxin composition; cellular toxin; cellular toxin content; environmental conditions; nitrate; nitrate and phosphate; phosphate; psp toxins; saxitoxin; toxin composition; toxin content; toxin production; toxin profile,ASSOCIATED_WITH;DECREASES;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN;REGULATES,19.5,93.2188,Environmental driver,0,0.0,0.0,0.0,0.0,0.6664289983442976,0.5497345688237931,0.6197512265360958,0.5144766561294611,0.6707315052648418,0.5847913382403824
sxtA,genes have,GENE,PHRASE_GENE_MECHANISM,GENE_MECHANISM_PHRASE_HYPOTHESIS,11,11.0,2.7377,2006,118,17,191.0,17.0,2.0,45.0055,biosynthesis; conservation; evolution; gene cluster; gene transfer; horizontal gene; horizontal gene transfer; nitrogen; saxitoxin; saxitoxin synthesis; secondary metabolites,ABSENT_IN;ASSOCIATED_WITH;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN;REGULATES,22.5,67.5055,Mechanistic biology,0,0.0,0.0,0.0,0.0,0.6953851634907202,0.9366824394839415,0.7919040738880088,0.3601792045009949,0.8580466793002043,0.5842195681606391
temperature,STX biosynthesis,ENV_FACTOR,BIOLOGICAL_MECHANISM,ENV_MECHANISM_HYPOTHESIS,9,11.0,2.1602,5130,95,54,178.0,68.0,2.5,55.9704,Alexandrium catenella; Alexandrium fundyense; Alexandrium tamarense; Gymnodinium catenatum; Pyrodinium bahamense; biosynthesis; paralytic shellfish toxins; saxitoxin; saxitoxin biosynthesis,ASSOCIATED_WITH;DECREASES;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN;REGULATES,19.5,75.4704,Environmental driver,1,0.0,0.0,0.0,0.0,0.691785643627095,0.8055312747426762,0.7372838960733274,0.4079740722338635,0.7986158405393152,0.5837628679713168
evolution,biosynthesis gene,EVOLUTIONARY_PROCESS,PHRASE_GENE_MECHANISM,EVOLUTION_GENE_MECHANISM_HYPOTHESIS,17,19.0,4.1415,2911,71,41,101.0,43.0,3.0,69.338,Alexandrium minutum; biosynthesis; biosynthetic pathway; gene cluster; gene expression; gene transfer; horizontal gene; horizontal gene transfer; nitrogen; phylogeny; saxitoxin; saxitoxin biosynthesis; sxtA; sxtA1; sxtG; toxin analogues; toxin production,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN;REGULATES,22.5,91.838,Evolutionary mechanism,0,0.0,0.0,0.0,0.0,0.6753289013300984,0.548,0.6243973407980591,0.5061909082399025,0.6757868250864698,0.5825090708208578
Alexandrium minutum,STX biosynthesis,SPECIES,BIOLOGICAL_MECHANISM,SPECIES_MECHANISM_HYPOTHESIS,15,20.0,3.5576,3024,56,54,92.0,68.0,1.5,63.7352,Saxitoxin; biosynthesis; biosynthesis of saxitoxin; evolution; gene cluster; gene expression; genes involved; neurotoxin saxitoxin; saxitoxin; saxitoxin biosynthesis; sxt gene; sxtA; sxtA1; sxtA4; sxtG,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN;REGULATES,20.5,84.23519999999999,Mechanistic biology,1,0.0,0.0,0.0,0.0,0.7441145606902787,0.5697345688237931,0.6743625639436845,0.46056888908091076,0.7301527250015987,0.5818816152452204
