Source,Target,Source_Type,Target_Type,Hypothesis_Type,Common_Neighbor_Count,Weighted_Common_Neighbor_Score,Adamic_Adar_Score,Preferential_Attachment,Source_Degree,Target_Degree,Source_Weighted_Degree,Target_Weighted_Degree,Semantic_Bonus,Structural_Score,Bridge_Nodes,Bridge_Relation_Hints,Priority_Bonus,Priority_Score,Biological_Category,Validated_in_Post2015,Has_STX_Gene_Signal,Has_Environment_Signal,Has_Evolution_Signal,Has_Regulation_Signal,GB_ML_Score_OOF,RF_ML_Score_OOF,ML_Score,Priority_Score_Norm,ML_Score_Norm,Final_AI_Discovery_Score
conservation,sxta1 and sxta4,EVOLUTIONARY_PROCESS,PHRASE_GENE_MECHANISM,EVOLUTION_GENE_MECHANISM_HYPOTHESIS,2,2.0,0.4474,364,26,14,29.0,14.0,2.0,9.7149,sxtA; sxtA1,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INVOLVED_IN;PRESENT_IN,16.5,26.2149,Evolutionary mechanism,0,0.0,0.0,0.0,0.0,0.16517596347915056,0.068,0.12630557808749032,0.11240725939047426,0.13382573264524197,0.12204557235511973
salinity,production of saxitoxin,ENV_FACTOR,PHRASE_TOXIN_PHENOTYPE,ENV_TOXIN_PHENOTYPE_HYPOTHESIS,1,1.0,0.1787,884,68,13,120.0,13.0,1.0,8.2775,saxitoxin,ASSOCIATED_WITH;DECREASES;EVOLUTIONARY_LINK;INCREASES;PRESENT_IN;REGULATES,17.0,25.2775,Environmental driver,0,0.0,0.0,0.0,0.0,0.15028878165944834,0.10600442957437549,0.1325750408254192,0.1067822158854973,0.14064737702654428,0.12202153839896845
cellular toxin,down-regulated,PHRASE_TOXIN_PHENOTYPE,REGULATION_EXPRESSION,REGULATION_TOXIN_PHENOTYPE_HYPOTHESIS,7,9.0,1.5246,533,41,13,63.0,18.0,0.0,24.2142,Toxin content; biosynthesis; phosphate; saxitoxin; temperature; toxin content; toxin production,ASSOCIATED_WITH;DECREASES;INCREASES;INVOLVED_IN;REGULATES,13.0,37.214200000000005,Other,0,0.0,0.0,0.0,0.0,0.05486710672798953,0.04773456882379316,0.05201409156631098,0.17841061017380389,0.052991038702517215,0.12197180301172489
nitrogen,toxicity and toxin profile,ENV_FACTOR,PHRASE_TOXIN_PHENOTYPE,ENV_TOXIN_PHENOTYPE_HYPOTHESIS,1,1.0,0.2222,400,80,5,121.0,5.0,1.0,5.9445,toxin profile,ASSOCIATED_WITH;INCREASES;PRESENT_IN;REGULATES,15.0,20.9445,Environmental driver,0,0.0,0.0,0.0,0.0,0.18542837625143574,0.12517495155100108,0.16132700637126188,0.08078124137401319,0.17193166603437532,0.12179893247117615
clade,stx genes,EVOLUTIONARY_PROCESS,PHRASE_GENE_MECHANISM,EVOLUTION_GENE_MECHANISM_HYPOTHESIS,4,5.0,0.8237,1040,26,40,32.0,43.0,0.0,17.3473,biosynthesis; saxitoxin; sxtA; sxtG,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INVOLVED_IN;PRESENT_IN,19.0,36.3473,Evolutionary mechanism,1,0.0,0.0,0.0,0.0,0.06659394397136749,0.04373452914798206,0.057450178042013314,0.17320861506556345,0.058905907378409304,0.1217723966063441
Toxin composition,environmental conditions,TOXIN,ENV_FACTOR,ENV_TOXIN_HYPOTHESIS,6,7.0,1.4411,448,16,28,24.0,39.0,0.0,20.6222,Temperature; growth and toxin production; nitrogen; salinity; temperature; toxin production,ASSOCIATED_WITH;DECREASES;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN;REGULATES,19.5,40.1222,Environmental driver,0,0.0,0.0,0.0,0.0,0.03227930081731711,0.03153127474267617,0.03198009038746073,0.19586060645337824,0.031192546983296217,0.12175997969184135
toxin composition,sxtZ,PHRASE_TOXIN_PHENOTYPE,GENE,GENE_TOXIN_PHENOTYPE_HYPOTHESIS,2,2.0,0.3859,611,47,13,119.0,13.0,2.0,10.8267,biosynthesis; saxitoxin,ASSOCIATED_WITH;DECREASES;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN,20.5,31.3267,Gene-toxin biology,0,0.0,0.0,0.0,0.0,0.10024147307969514,0.07773456882379315,0.09123871137733433,0.14308156853144,0.09567035884964996,0.1217465241746345
saxitoxin and its derivatives,sxtN,PHRASE_TOXIN_PHENOTYPE,GENE,GENE_TOXIN_PHENOTYPE_HYPOTHESIS,1,1.0,0.237,420,35,12,39.0,24.0,2.0,7.074,paralytic shellfish toxins,DECREASES;EVOLUTIONARY_LINK;INCREASES;PRESENT_IN;REGULATES,18.0,25.074,Gene-toxin biology,0,0.0,0.0,0.0,0.0,0.17392333081039998,0.072,0.13315399848624,0.10556107618711583,0.1412773262644681,0.12163338872192435
gene expression,toxins decreased,REGULATION_EXPRESSION,PHRASE_TOXIN_PHENOTYPE,REGULATION_TOXIN_PHENOTYPE_HYPOTHESIS,3,3.0,0.6397,294,42,7,42.0,7.0,1.5,11.7494,saxitoxin; saxitoxin analogues; toxin content,ASSOCIATED_WITH;DECREASES;INCREASES;INVOLVED_IN;PRESENT_IN;REGULATES,16.0,27.7494,Other,0,0.0,0.0,0.0,0.0,0.1358388946594339,0.084,0.11510333679566034,0.12161531279178336,0.12163685625172038,0.12162500734875503
Nitrate,toxin producing,ENV_FACTOR,TOXIN_PHENOTYPE,ENV_TOXIN_PHENOTYPE_HYPOTHESIS,5,5.0,1.2349,135,15,9,22.0,9.0,1.0,16.6447,nitrate; nitrate and phosphate; phosphate; toxin production; toxin profile,ASSOCIATED_WITH;DECREASES;INCREASES;REGULATES,13.0,29.6447,Environmental driver,0,0.0,0.0,0.0,0.0,0.12956365402837505,0.06122858520454056,0.10222962649884125,0.13298841387454724,0.10762929656378757,0.12157681108470539
sxtN,Neosaxitoxin,GENE,TOXIN,GENE_TOXIN_HYPOTHESIS,1,1.0,0.2027,216,12,18,24.0,18.0,2.0,5.9853,toxin content,DECREASES;INCREASES;REGULATES,14.0,19.9853,Gene-toxin biology,1,0.0,0.0,0.0,0.0,0.09053029615943602,0.2824185995471035,0.16728561751450302,0.07502538290380419,0.17841508063061298,0.12155074688086816
involved in stx,Salinity,PHRASE_TOXIN_PHENOTYPE,ENV_FACTOR,ENV_TOXIN_PHENOTYPE_HYPOTHESIS,1,1.0,0.1787,528,33,16,44.0,16.0,1.0,6.4975,saxitoxin,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INVOLVED_IN;PRESENT_IN,15.5,21.9975,Environmental driver,0,0.0,0.0,0.0,0.0,0.14472204387232243,0.16689963610471106,0.1535930807652779,0.08709996423590857,0.163516576518603,0.12148743976312107
candidate genes,conserved,PHRASE_GENE_MECHANISM,EVOLUTIONARY_PROCESS,EVOLUTION_GENE_MECHANISM_HYPOTHESIS,3,3.0,0.7319,510,30,17,30.0,17.0,0.0,11.5139,saxitoxin; saxitoxin synthesis; secondary metabolites,EVOLUTIONARY_LINK;INVOLVED_IN;PRESENT_IN,16.5,28.0139,Evolutionary mechanism,1,0.0,0.0,0.0,0.0,0.13521417185700452,0.07963733786908313,0.11298343826183596,0.12320249436535538,0.11933024808979495,0.12145998354135318
Homologs,genes have,EVOLUTIONARY_PROCESS,PHRASE_GENE_MECHANISM,EVOLUTION_GENE_MECHANISM_HYPOTHESIS,3,3.0,0.7319,510,30,17,30.0,17.0,0.0,11.5139,saxitoxin; saxitoxin synthesis; secondary metabolites,EVOLUTIONARY_LINK;INVOLVED_IN;PRESENT_IN,16.5,28.0139,Evolutionary mechanism,0,0.0,0.0,0.0,0.0,0.13521417185700452,0.07963733786908313,0.11298343826183596,0.12320249436535538,0.11933024808979495,0.12145998354135318
phosphate,toxins produced,ENV_FACTOR,PHRASE_TOXIN_PHENOTYPE,ENV_TOXIN_PHENOTYPE_HYPOTHESIS,5,7.0,1.1037,477,53,9,78.0,11.0,0.0,18.0924,psp toxin production; saxitoxin; toxin content; toxin production; toxin profile,ASSOCIATED_WITH;DECREASES;EVOLUTIONARY_LINK;INCREASES;PRESENT_IN;REGULATES,19.5,37.5924,Environmental driver,0,0.0,0.0,0.0,0.0,0.028697531272101034,0.078,0.04841851876326062,0.18068006979998508,0.04907878656309473,0.12145949234338443
Alexandrium fundyense,toxic alexandrium,SPECIES,PHRASE_TOXIN_PHENOTYPE,SPECIES_TOXIN_PHENOTYPE_HYPOTHESIS,7,10.0,1.637,728,52,14,87.0,17.0,0.0,25.9141,Saxitoxin; nitrate; nitrogen; saxitoxin; saxitoxin and its derivatives; sxt gene; toxin production,ASSOCIATED_WITH;DECREASES;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN,10.5,36.414100000000005,Other,0,0.0,0.0,0.0,0.0,0.05892838404724808,0.052,0.056157030428348846,0.1736094609223295,0.05749886605418528,0.12135969323166461
paralogs,gene loss,EVOLUTIONARY_PROCESS,GENE_PRESENCE_ABSENCE,EVOLUTION_GENE_PRESENCE_HYPOTHESIS,3,3.0,0.6204,272,16,17,16.0,17.0,1.5,11.6009,biosynthesis; evolution; saxitoxin,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INVOLVED_IN;PRESENT_IN,19.0,30.6009,Evolutionary mechanism,0,0.0,0.0,0.0,0.0,0.12479464900513833,0.05078708811595201,0.0951916246494638,0.13872627028532064,0.09997142414659521,0.1212865895228942
salinity,arginine,ENV_FACTOR,BIOLOGICAL_MECHANISM,ENV_MECHANISM_HYPOTHESIS,3,3.0,0.7262,204,68,3,120.0,3.0,1.0,10.9724,nitrate; nutrient levels; toxin content,DECREASES;INCREASES,11.0,21.9724,Environmental driver,0,0.0,0.0,0.0,0.0,0.19736989336202837,0.08697506795490957,0.15321196319918085,0.0869493470052974,0.16310189210112444,0.12121799229841958
down-regulated,levels of stx,REGULATION_EXPRESSION,PHRASE_TOXIN_PHENOTYPE,REGULATION_TOXIN_PHENOTYPE_HYPOTHESIS,10,10.0,2.3282,130,13,10,18.0,10.0,0.0,30.3064,Toxin content; biosynthesis; phosphate; saxitoxin; saxitoxin biosynthesis; saxitoxin derivatives; temperature; toxin biosynthesis; toxin content; toxin production,DECREASES;INCREASES;REGULATES,13.0,43.3064,Other,0,0.0,0.0,0.0,0.0,0.015302098666875583,0.0,0.00918125920012535,0.21496799233832345,0.006385713420278047,0.12110596682520303
down-regulated,variations in toxin,REGULATION_EXPRESSION,PHRASE_TOXIN_PHENOTYPE,REGULATION_TOXIN_PHENOTYPE_HYPOTHESIS,10,10.0,2.3282,130,13,10,18.0,10.0,0.0,30.3064,Toxin content; biosynthesis; phosphate; saxitoxin; saxitoxin biosynthesis; saxitoxin derivatives; temperature; toxin biosynthesis; toxin content; toxin production,DECREASES;INCREASES;REGULATES,13.0,43.3064,Other,0,0.0,0.0,0.0,0.0,0.015302098666875583,0.0,0.00918125920012535,0.21496799233832345,0.006385713420278047,0.12110596682520303
Pyrodinium bahamense,Homologs,SPECIES,EVOLUTIONARY_PROCESS,SPECIES_EVOLUTION_HYPOTHESIS,4,4.0,0.8405,990,33,30,35.0,30.0,0.0,16.631,Saxitoxin; saxitoxin; sxtA; sxtG,ASSOCIATED_WITH;DECREASES;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN,18.0,34.631,Evolutionary mechanism,0,0.0,0.0,0.0,0.0,0.07808301447375741,0.052,0.06764980868425444,0.16290963686245705,0.07000386839523928,0.12110204105220906
Evolution,biosynthetic gene,EVOLUTIONARY_PROCESS,PHRASE_GENE_MECHANISM,EVOLUTION_GENE_MECHANISM_HYPOTHESIS,2,2.0,0.4027,410,41,10,43.0,10.0,1.5,9.3553,Saxitoxin; saxitoxin,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INVOLVED_IN;PRESENT_IN,16.5,25.8553,Evolutionary mechanism,0,0.0,0.0,0.0,0.0,0.15702243188376785,0.08131549541073131,0.12673965729455322,0.11024941253279373,0.13429804328934014,0.12107129637323963
toxin analogues,Temperature,PHRASE_TOXIN_PHENOTYPE,ENV_FACTOR,ENV_TOXIN_PHENOTYPE_HYPOTHESIS,1,2.0,0.1787,850,25,34,42.0,41.0,1.0,8.6075,saxitoxin,DECREASES;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN,17.0,25.6075,Environmental driver,0,0.0,0.0,0.0,0.0,0.12989583760195356,0.126,0.12833750256117213,0.10876244242341324,0.13603661844974094,0.1210358216352607
differences in toxin,environmental conditions,PHRASE_TOXIN_PHENOTYPE,ENV_FACTOR,ENV_TOXIN_PHENOTYPE_HYPOTHESIS,6,9.0,1.2971,476,17,28,29.0,39.0,0.0,21.4741,biosynthesis; nitrogen; phosphate; saxitoxin; temperature; toxin production,ASSOCIATED_WITH;DECREASES;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN;REGULATES,19.5,40.9741,Environmental driver,0,0.0,0.0,0.0,0.0,0.020402696857547687,0.03126580389065823,0.024747939670791905,0.20097259126444061,0.02332342607718917,0.12103046693017748
gene copy number,divergence,PHRASE_GENE_MECHANISM,EVOLUTIONARY_PROCESS,EVOLUTION_GENE_MECHANISM_HYPOTHESIS,1,1.0,0.1787,442,26,17,29.0,17.0,1.5,6.5675,saxitoxin,EVOLUTIONARY_LINK;INVOLVED_IN,14.5,21.0675,Evolutionary mechanism,0,0.0,0.0,0.0,0.0,0.18126864211527652,0.12538918835678942,0.15891686061188168,0.08151932581087275,0.16930924718209792,0.12102479042792408
sxtA1,increased toxin,GENE,PHRASE_TOXIN_PHENOTYPE,GENE_TOXIN_PHENOTYPE_HYPOTHESIS,2,3.0,0.4142,536,67,8,81.0,10.0,2.0,11.0084,toxin content; toxin production,ASSOCIATED_WITH;INCREASES;INVOLVED_IN;PRESENT_IN;REGULATES,16.0,27.0084,Gene-toxin biology,0,0.0,0.0,0.0,0.0,0.1053873543238567,0.13898771127523007,0.11882749710440604,0.11716880411119031,0.12568902121500025,0.1210029018079048
paralytic toxin,Salinity,PHRASE_TOXIN_PHENOTYPE,ENV_FACTOR,ENV_TOXIN_PHENOTYPE_HYPOTHESIS,3,3.0,0.6984,224,14,16,35.0,16.0,1.0,11.0169,effects of temperature; saxitoxin; temperature,DECREASES;EVOLUTIONARY_LINK;INCREASES;PRESENT_IN,15.0,26.0169,Environmental driver,0,0.0,0.0,0.0,0.0,0.10353281008454428,0.1582482195711367,0.12541897387918124,0.11121912346772468,0.132861040953327,0.12095798633624573
cellular toxin,phosphorus limitation,PHRASE_TOXIN_PHENOTYPE,ENV_FACTOR,ENV_TOXIN_PHENOTYPE_HYPOTHESIS,6,9.0,1.4897,779,41,19,63.0,38.0,0.0,23.3743,nitrogen; nitrogen limitation; nutrient limitation; production of toxins; saxitoxin; toxin content,ASSOCIATED_WITH;DECREASES;INCREASES;INVOLVED_IN;REGULATES,13.0,36.374300000000005,Environmental driver,0,0.0,0.0,0.0,0.0,0.04793556351397978,0.06706267317588072,0.055586407378740155,0.1733706336004839,0.056877985496644766,0.1209489419537563
sxtG,potentially toxic,GENE,PHRASE_TOXIN_PHENOTYPE,GENE_TOXIN_PHENOTYPE_HYPOTHESIS,1,1.0,0.1787,320,80,4,101.0,5.0,2.0,6.4575,saxitoxin,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INVOLVED_IN;PRESENT_IN;REGULATES,16.5,22.9575,Gene-toxin biology,0,0.0,0.0,0.0,0.0,0.17625584542702993,0.10050598838851076,0.14595590261162228,0.0928606232553004,0.1552067554671583,0.12091638275063646
dominant toxins,sxtB,PHRASE_TOXIN_PHENOTYPE,GENE,GENE_TOXIN_PHENOTYPE_HYPOTHESIS,1,1.0,0.1787,360,12,30,28.0,30.0,2.0,6.6575,saxitoxin,INCREASES;INVOLVED_IN;PRESENT_IN,13.5,20.1575,Gene-toxin biology,0,0.0,0.0,0.0,0.0,0.10527830918014841,0.2540946984193123,0.16480486487581397,0.07605870111540759,0.17571583621262885,0.12090441190915716
ammonium,pst biosynthesis,ENV_FACTOR,PHRASE_TOXIN_PHENOTYPE,ENV_TOXIN_PHENOTYPE_HYPOTHESIS,4,4.0,0.8211,270,10,27,12.0,27.0,1.5,14.4923,nitrogen; saxitoxin; toxin content; toxin production,ASSOCIATED_WITH;INCREASES;INVOLVED_IN;PRESENT_IN;REGULATES,15.0,29.4923,Environmental driver,0,0.0,0.0,0.0,0.0,0.09641708893649113,0.11,0.10185025336189468,0.13207390925521878,0.10721651021569875,0.12088807968743479
gene copy,divergence,PHRASE_GENE_MECHANISM,EVOLUTIONARY_PROCESS,EVOLUTION_GENE_MECHANISM_HYPOTHESIS,1,1.0,0.1787,442,26,17,29.0,17.0,1.5,6.5675,saxitoxin,EVOLUTIONARY_LINK;INVOLVED_IN,14.5,21.0675,Evolutionary mechanism,0,0.0,0.0,0.0,0.0,0.19305015177377977,0.1069631540283337,0.15861535267560134,0.08151932581087275,0.1689811839962364,0.1208771619942864
toxin composition,sxt Gene,PHRASE_TOXIN_PHENOTYPE,GENE,GENE_TOXIN_PHENOTYPE_HYPOTHESIS,1,1.0,0.1787,705,47,15,119.0,15.0,2.0,8.3825,saxitoxin,ASSOCIATED_WITH;DECREASES;INCREASES;PRESENT_IN,14.0,22.3825,Gene-toxin biology,0,0.0,0.0,0.0,0.0,0.11467409027527803,0.20226559580388287,0.14971069248671998,0.08941022853014384,0.15929224768955766,0.12085713715188007
toxic algae,sxt Gene,PHRASE_TOXIN_PHENOTYPE,GENE,GENE_TOXIN_PHENOTYPE_HYPOTHESIS,2,2.0,0.4498,270,18,15,19.0,15.0,2.0,9.2497,saxitoxin; sxt gene,ASSOCIATED_WITH;INVOLVED_IN,10.0,19.2497,Gene-toxin biology,0,0.0,0.0,0.0,0.0,0.20704230728928766,0.11650278639497981,0.1708264989315645,0.07061127793019521,0.18226782445145506,0.12085672386476215
homologs,sxtN,EVOLUTIONARY_PROCESS,GENE,GENE_EVOLUTION_HYPOTHESIS,1,2.0,0.2362,564,47,12,54.0,24.0,2.0,8.2924,Alexandrium tamarense,ASSOCIATED_WITH;DECREASES;INCREASES;INVOLVED_IN;PRESENT_IN;REGULATES,16.0,24.2924,Evolutionary mechanism,1,0.0,0.0,0.0,0.0,0.13089971944474182,0.14529202274307568,0.13665664076407535,0.10087093963549429,0.1450884630417481,0.1207688251683085
saxitoxin analogues,Alexandrium ostenfeldii,PHRASE_TOXIN_PHENOTYPE,SPECIES,SPECIES_TOXIN_PHENOTYPE_HYPOTHESIS,7,13.0,1.5599,816,48,17,83.0,28.0,0.0,27.6999,effects of temperature; saxitoxin; temperature; toxin content; toxin production; toxin profile; toxin profiles,ASSOCIATED_WITH;DECREASES;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN;REGULATES,9.5,37.1999,Other,0,0.0,0.0,0.0,0.0,0.0402032498792626,0.06373452914798206,0.04961576158675038,0.17832480035716083,0.05038147630244095,0.1207503045325369
nitrogen,toxic profiles,ENV_FACTOR,PHRASE_TOXIN_PHENOTYPE,ENV_TOXIN_PHENOTYPE_HYPOTHESIS,2,3.0,0.401,320,80,4,121.0,8.0,1.0,8.9019,saxitoxin; toxin profile,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN;REGULATES,19.5,28.4019,Environmental driver,0,0.0,0.0,0.0,0.0,0.11773593799948151,0.09541632807432177,0.10880809402941762,0.12553076071902627,0.11478716127140375,0.12069614096759615
sxtA4,toxic profiles,GENE,PHRASE_TOXIN_PHENOTYPE,GENE_TOXIN_PHENOTYPE_HYPOTHESIS,2,3.0,0.401,220,55,4,66.0,8.0,2.0,9.4019,saxitoxin; toxin profile,ASSOCIATED_WITH;INVOLVED_IN;PRESENT_IN,14.5,23.9019,Gene-toxin biology,0,0.0,0.0,0.0,0.0,0.15383754019577958,0.11687248669060883,0.13905151879371128,0.09852767156562713,0.14769426946211886,0.1206526406190484
gene expression,toxins were detected,REGULATION_EXPRESSION,PHRASE_TOXIN_PHENOTYPE,REGULATION_TOXIN_PHENOTYPE_HYPOTHESIS,1,1.0,0.1787,84,42,2,42.0,2.0,1.5,4.7775,saxitoxin,ASSOCIATED_WITH;INVOLVED_IN;PRESENT_IN;REGULATES,14.5,19.2775,Other,0,0.0,0.0,0.0,0.0,0.18347167041396187,0.15030753873429414,0.1702060177420948,0.07077809701429844,0.18159269450862234,0.12064466588674419
down-regulated,Nitrogen,REGULATION_EXPRESSION,ENV_FACTOR,ENV_REGULATION_HYPOTHESIS,2,2.0,0.4142,221,13,17,18.0,18.0,1.0,7.9334,toxin content; toxin production,DECREASES;INCREASES;REGULATES,13.0,20.9334,Environmental driver,0,0.0,0.0,0.0,0.0,0.1307764732879704,0.2012659054117335,0.15897224613747565,0.08071463375410146,0.1693695107764866,0.12060932841417478
Alexandrium fundyense,production of saxitoxin,SPECIES,PHRASE_TOXIN_PHENOTYPE,SPECIES_TOXIN_PHENOTYPE_HYPOTHESIS,10,10.0,2.5225,676,52,13,87.0,13.0,0.0,33.425,biosynthesis; biosynthesis in dinoflagellates; evolution; gene transfer; homologs; horizontal gene; horizontal gene transfer; saxitoxin; saxitoxin biosynthesis; saxitoxin biosynthesis in dinoflagellates,ASSOCIATED_WITH;DECREASES;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN,8.5,41.925,Other,0,0.0,0.0,0.0,0.0,0.02475418835996339,0.006,0.017252513015978032,0.20667864403687777,0.015167841258741762,0.12049878278671658
Alexandrium tamarense,toxins produced,SPECIES,PHRASE_TOXIN_PHENOTYPE,SPECIES_TOXIN_PHENOTYPE_HYPOTHESIS,9,11.0,2.6301,621,69,9,161.0,11.0,0.0,31.8652,neosaxitoxin; phylogenetic analysis; psp toxin production; rrna gene; saxitoxin; saxitoxin equivalents; toxin content; toxin production; toxin profile,ASSOCIATED_WITH;DECREASES;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN;REGULATES,10.5,42.3652,Other,0,0.0,0.0,0.0,0.0,0.019738843745627614,0.006,0.014243306247376568,0.20932014622472808,0.011893599221857376,0.12047820007343626
salinity,toxin biosynthetic,ENV_FACTOR,PHRASE_TOXIN_PHENOTYPE,ENV_TOXIN_PHENOTYPE_HYPOTHESIS,3,6.0,0.6065,544,68,8,120.0,16.0,1.0,13.933,saxitoxin; toxin content; toxin profiles,ASSOCIATED_WITH;DECREASES;INCREASES;PRESENT_IN;REGULATES,15.0,28.933,Environmental driver,0,0.0,0.0,0.0,0.0,0.12921743095986452,0.068,0.10473045857591871,0.1287177253077752,0.11035038891257337,0.12045242392993438
phosphate,psp toxin content,ENV_FACTOR,PHRASE_TOXIN_PHENOTYPE,ENV_TOXIN_PHENOTYPE_HYPOTHESIS,5,8.0,1.2862,636,53,12,78.0,24.0,0.0,19.7525,GTX; gonyautoxin; psp toxin; saxitoxin; toxin content,ASSOCIATED_WITH;DECREASES;EVOLUTIONARY_LINK;INCREASES;REGULATES,17.5,37.2525,Environmental driver,1,0.0,0.0,0.0,0.0,0.04680585724600071,0.051370659107016305,0.04863177799040695,0.17864043646593167,0.04931082855288479,0.12044211290506059
salinity,toxic and non-toxic,ENV_FACTOR,PHRASE_TOXIN_PHENOTYPE,ENV_TOXIN_PHENOTYPE_HYPOTHESIS,3,3.0,0.7009,340,68,5,120.0,5.0,1.0,11.6019,Toxin production; saxitoxin; toxin production,ASSOCIATED_WITH;DECREASES;INCREASES;PRESENT_IN;REGULATES,15.0,26.6019,Environmental driver,0,0.0,0.0,0.0,0.0,0.17454308474343194,0.03904258760107817,0.12034288588649043,0.11472952505766658,0.1273378775529214,0.12040328368053126
phosphorus,neurotoxin saxitoxin,ENV_FACTOR,PHRASE_TOXIN_PHENOTYPE,ENV_TOXIN_PHENOTYPE_HYPOTHESIS,5,6.0,1.1631,676,26,26,40.0,28.0,0.0,18.7062,biosynthesis; gene expression; saxitoxin; saxitoxin-producing dinoflagellates; sxtA,ASSOCIATED_WITH;INCREASES;INVOLVED_IN;REGULATES,16.0,34.706199999999995,Environmental driver,0,0.0,0.0,0.0,0.0,0.061490631532490084,0.072,0.06569437891949405,0.1633608884856427,0.06787621455544382,0.12039278521705321
other saxitoxin derivatives,PST biosynthesis,PHRASE_TOXIN_PHENOTYPE,BIOLOGICAL_MECHANISM,MECHANISM_TOXIN_PHENOTYPE_HYPOTHESIS,4,4.0,0.8753,972,36,27,84.0,27.0,1.5,18.1107,paralytic shellfish toxin; paralytic shellfish toxins; saxitoxin; toxin content,ASSOCIATED_WITH;INCREASES;INVOLVED_IN;PRESENT_IN;REGULATES,13.0,31.1107,Mechanistic biology,0,0.0,0.0,0.0,0.0,0.1194498113011235,0.0456374481378148,0.08992486603580002,0.14178542025207683,0.09424079684942369,0.12039033972088292
Alexandrium minutum,nontoxic,SPECIES,TOXIN_PHENOTYPE,SPECIES_TOXIN_PHENOTYPE_HYPOTHESIS,9,9.0,2.0543,840,56,15,92.0,15.0,0.0,30.8086,Saxitoxin; biosynthesis; biosynthesis of saxitoxin; gene cluster; genes involved; saxitoxin; sxt gene; sxtA; sxtA4,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN;REGULATES,10.5,41.3086,Other,0,0.0,0.0,0.0,0.0,0.03256975793799617,0.004,0.0211418547627977,0.20297982089150995,0.019399735981338297,0.12036878268193271
sxtA1,toxin concentrations,GENE,PHRASE_TOXIN_PHENOTYPE,GENE_TOXIN_PHENOTYPE_HYPOTHESIS,2,3.0,0.3903,603,67,9,81.0,10.0,2.0,11.2955,saxitoxin; toxin production,ASSOCIATED_WITH;DECREASES;EVOLUTIONARY_LINK;INVOLVED_IN;PRESENT_IN;REGULATES,20.5,31.7955,Gene-toxin biology,0,0.0,0.0,0.0,0.0,0.11004407703131396,0.0478023504613374,0.08514738640332332,0.14589469035257635,0.08904254167924669,0.12031122344957801
sxt Gene,candidate genes,GENE,PHRASE_GENE_MECHANISM,GENE_MECHANISM_PHRASE_HYPOTHESIS,2,2.0,0.4647,450,15,30,15.0,30.0,2.0,10.1795,STX-producing; saxitoxin,INVOLVED_IN;PRESENT_IN,12.0,22.1795,Mechanistic biology,0,0.0,0.0,0.0,0.0,0.15685414551665863,0.13957557440014925,0.14994271707005488,0.08819208917500163,0.15954470779042962,0.12030076755194422
sxtG,marine toxins,GENE,PHRASE_TOXIN_PHENOTYPE,GENE_TOXIN_PHENOTYPE_HYPOTHESIS,1,2.0,0.1787,480,80,6,101.0,12.0,2.0,7.7575,saxitoxin,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INVOLVED_IN;PRESENT_IN;REGULATES,16.5,24.2575,Gene-toxin biology,0,0.0,0.0,0.0,0.0,0.19137516755085138,0.05259269119718912,0.13586217700938646,0.10066151567739348,0.14422402705498727,0.12026464579731069
environmental conditions,toxins may,ENV_FACTOR,PHRASE_TOXIN_PHENOTYPE,ENV_TOXIN_PHENOTYPE_HYPOTHESIS,5,5.0,1.0618,532,28,19,39.0,19.0,0.0,17.2835,biosynthesis; gene cluster; nitrogen; saxitoxin; toxin production,ASSOCIATED_WITH;DECREASES;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN;REGULATES,22.5,39.7835,Environmental driver,0,0.0,0.0,0.0,0.0,0.04534114712980106,0.01,0.031204688277880633,0.19382817394309904,0.030348851492123328,0.12026247884015998
