Source,Target,Score,Common_Neighbors,Weighted_Common_Neighbors,Adamic_Adar,Preferential_Attachment,Bio_Bonus,Bridge_Nodes,Match
sxt genes,alexandrium fundyense,163.07583072440593,14,171.0,3.246328886590688,2150,18,alexandrium;biosynthesis;clade;cyanobacteria;dinoflagellates;genes involved;genus alexandrium;gymnodinium catenatum;paralytic shellfish poisoning;producing dinoflagellates;saxitoxin;saxitoxin biosynthesis;sxta;toxin synthesis,0
paralytic shellfish toxins,homologs,162.9143717290981,21,98.0,5.163875703573823,6942,26,alexandrium;alexandrium tamarense;biosynthesis;cyanobacteria;dinoflagellates;evolution;freshwater cyanobacteria;genes involved;paralytic shellfish poisoning;producing dinoflagellate;producing dinoflagellates;saxitoxin;saxitoxin biosynthesis;saxitoxin production;stx-producing;sxta;sxta and sxtg;sxtg;toxic species;toxin production;toxin synthesis,0
nitrogen,pyrodinium bahamense,162.5741160151021,13,132.0,2.923226900168825,2015,29,alexandrium;biosynthesis;dinoflagellates;light;paralytic shellfish poisoning;producing dinoflagellates;salinity;saxitoxin;sxta;temperature;toxic dinoflagellate;toxin content;toxin production,0
nitrogen,phylogeny,161.32693403949418,16,86.0,3.497084525966286,2145,36,alexandrium;alexandrium tamarense;biosynthesis;cyanobacteria;dinoflagellates;gonyautoxins;paralytic shellfish poisoning;paralytic shellfish toxins;producing dinoflagellates;saxitoxin;sxta;sxtg;toxin content;toxin production;toxin profile;toxin-producing,0
biosynthesis,alexandrium ostenfeldii,161.2814910984167,15,134.0,3.402374564649367,3458,25,alexandrium;alexandrium minutum;dinoflagellates;genus alexandrium;gonyautoxins;paralytic shellfish poisoning;paralytic shellfish toxins;phylogenetic analysis;phylogeny;producing dinoflagellates;saxitoxin;temperature;toxic species;toxin content;toxin production,0
nitrogen,evolution,160.36190926881108,13,104.0,2.763141520089042,3445,35,alexandrium;alexandrium minutum;biosynthesis;cyanobacteria;dinoflagellates;paralytic shellfish poisoning;paralytic shellfish toxins;producing dinoflagellates;saxitoxin;sxta;sxtg;toxin production;toxin profile,0
toxin content,genes involved,160.2879142230817,19,125.0,4.521330888813665,4664,21,alexandrium;alexandrium catenella;alexandrium fundyense;alexandrium minutum;alexandrium tamarense;biosynthesis;dinoflagellates;gene cluster;gene expression;gymnodinium;gymnodinium catenatum;paralytic shellfish poisoning;paralytic shellfish toxins;producing dinoflagellates;pst biosynthesis;saxitoxin;saxitoxin biosynthesis;sxta;toxin production,0
phosphorus,phylogeny,160.23712759564214,15,86.0,3.191407948114747,1518,37,alexandrium;alexandrium tamarense;biosynthesis;dinoflagellates;gonyautoxins;paralytic shellfish poisoning;paralytic shellfish toxins;producing dinoflagellates;saxitoxin;saxitoxin biosynthesis;sxta;sxtg;toxin content;toxin production;toxin profile,0
producing dinoflagellate,genes involved,160.01299323808445,21,123.0,4.933935462530341,1672,19,alexandrium;alexandrium catenella;alexandrium fundyense;alexandrium minutum;alexandrium tamarense;biosynthesis;cyanobacteria;dinoflagellate species;dinoflagellates;gymnodinium;gymnodinium catenatum;homologs;paralytic shellfish poisoning;paralytic shellfish toxins;producing dinoflagellates;saxitoxin;saxitoxin biosynthesis;saxitoxin synthesis;sxta;sxtg;toxic species,0
gymnodinium,salinity,159.99874550089436,20,152.0,4.631726972286231,3666,13,alexandrium;alexandrium catenella;alexandrium minutum;alexandrium tamarense;dinoflagellates;genus alexandrium;gonyautoxins;paralytic shellfish poisoning;paralytic shellfish toxin profiles;paralytic shellfish toxins;pyrodinium;pyrodinium bahamense;saxitoxin;shellfish toxin profiles;sulfocarbamoyl toxin;temperature;toxin composition;toxin content;toxin production;toxin profile,0
toxin composition,alexandrium pacificum,159.84750460738186,9,205.0,1.8735745571867257,1725,15,alexandrium;alexandrium catenella;alexandrium fundyense;alexandrium tamarense;biosynthesis;dinoflagellates;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin,0
nitrogen,toxin synthesis,159.69128833735158,18,101.0,4.451869291918752,2145,28,alexandrium;alexandrium catenella;alexandrium fundyense;alexandrium tamarense;biosynthesis;cyanobacteria;dinoflagellates;increased toxin;paralytic shellfish poisoning;paralytic shellfish toxins;producing dinoflagellates;saxitoxin;sxta;sxta and sxtg;sxtg;toxicity of alexandrium;toxin content;toxin production,0
phosphorus,salinity,159.6327270907726,18,150.0,4.264367125932023,2162,16,alexandrium;alexandrium minutum;alexandrium tamarense;dinoflagellates;environmental conditions;gonyautoxins;growth and toxin;growth and toxin production;light;nitrogen;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;temperature;toxin composition;toxin content;toxin production;toxin profile,0
alexandrium tamarense,dcstx,159.53168657496505,23,137.0,5.642434850685071,3672,12,alexandrium;alexandrium catenella;dinoflagellates;fed with the toxic;gonyautoxins;growth and toxin;gymnodinium;gymnodinium catenatum;neosaxitoxin;neostx;paralytic shellfish poisoning;paralytic shellfish toxins;presence of c3;producing dinoflagellate;saxitoxin;sulfocarbamoyl toxin;sulfocarbamoyl toxins;temperature;toxic dinoflagellate;toxic species;toxin composition;toxin content;toxin profile,0
pyrodinium,sxtg,159.45634749803284,16,114.0,3.564868947248696,1850,28,alexandrium;cyanobacteria;dinoflagellates;evolution;genus alexandrium;gymnodinium;gymnodinium catenatum;paralytic shellfish poisoning;paralytic shellfish toxins;producing dinoflagellates;saxitoxin;saxitoxin biosynthesis;stx-producing;sxt genes;sxta;toxin production,0
alexandrium fundyense,pyrodinium,159.39237453129107,16,109.0,3.7102112916681085,1850,29,alexandrium;clade;cyanobacteria;dinoflagellates;genus alexandrium;gymnodinium catenatum;paralytic shellfish poisoning;paralytic shellfish toxins;producing dinoflagellates;saxitoxin;saxitoxin biosynthesis;starting gene;sxta;temperature;toxin content;toxin production,0
biosynthesis,strains of alexandrium,159.26711080691572,21,81.0,4.842143812570741,4823,29,alexandrium;alexandrium fundyense;alexandrium minutum;alexandrium tamarense;dinoflagellates;gonyautoxins;gymnodinium;gymnodinium catenatum;nitrogen;paralytic shellfish poisoning;paralytic shellfish toxins;phosphorus;producing dinoflagellates;saxitoxin;secondary metabolite;stx-producing;sxta;toxic species;toxin composition;toxin content;toxin production,0
toxin composition,pyrodinium bahamense,159.12900823728063,14,160.0,3.0843518569137784,2325,19,alexandrium;biosynthesis;dinoflagellates;genus alexandrium;gymnodinium;gymnodinium catenatum;paralytic shellfish poisoning;producing dinoflagellates;salinity;saxitoxin;temperature;toxic dinoflagellate;toxin content;toxin production,0
saxitoxin biosynthesis,alexandrium ostenfeldii,158.9415569255064,14,131.0,3.17845594083736,2470,26,alexandrium;alexandrium minutum;dinoflagellates;genus alexandrium;paralytic shellfish poisoning;paralytic shellfish toxins;phylogenetic analysis;phylogeny;producing dinoflagellates;saxitoxin;temperature;toxic species;toxin content;toxin production,0
paralytic shellfish toxins,horizontal gene transfer,158.73402129611728,14,118.0,3.199160209761453,3916,29,alexandrium;biosynthesis;cyanobacteria;dinoflagellates;evolution;gymnodinium;gymnodinium catenatum;paralytic shellfish poisoning;phylogeny;saxitoxin;saxitoxin biosynthesis;sxta;sxtg;toxin analogues,0
paralytic shellfish toxins,biosynthesis gene,157.4008381056558,16,104.0,3.797724817048308,3026,29,alexandrium;alexandrium minutum;biosynthesis;cyanobacteria;dinoflagellates;gene expression;genes involved;nitrogen;paralytic shellfish poisoning;phylogenetic analysis;saxitoxin;saxitoxin biosynthesis;sxta;sxta and sxtg;sxtg;toxin production,0
genus alexandrium,cellular toxin,157.34627205032444,17,101.0,3.679376756511414,2030,29,alexandrium;alexandrium minutum;alexandrium tamarense;biosynthesis;dinoflagellates;gonyautoxins;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;sxta;sxtg;temperature;toxic dinoflagellate;toxin composition;toxin content;toxin production;toxin profile,0
paralytic shellfish toxins,gene transfer,157.23402129611728,14,119.0,3.199160209761453,3916,28,alexandrium;biosynthesis;cyanobacteria;dinoflagellates;evolution;gymnodinium;gymnodinium catenatum;paralytic shellfish poisoning;phylogeny;saxitoxin;saxitoxin biosynthesis;sxta;sxtg;toxin analogues,0
gonyautoxins,producing dinoflagellate,157.1317115872299,19,128.0,4.359937743579665,3306,19,alexandrium;alexandrium catenella;alexandrium fundyense;alexandrium minutum;alexandrium tamarense;biosynthesis;dcstx;dinoflagellates;genus alexandrium;gymnodinium;gymnodinium catenatum;nitrogen;paralytic shellfish poisoning;paralytic shellfish toxins;phosphorus;producing dinoflagellates;saxitoxin;toxin profile;toxin-producing,0
phosphorus,evolution,156.72885349253187,13,93.0,2.776393931141304,2438,36,alexandrium;alexandrium minutum;biosynthesis;dinoflagellates;paralytic shellfish poisoning;paralytic shellfish toxins;producing dinoflagellates;saxitoxin;saxitoxin biosynthesis;sxta;sxtg;toxin production;toxin profile,0
alexandrium tamarense,gene expression,156.23557458476284,13,156.0,2.79244806155823,2244,20,alexandrium;alexandrium catenella;alexandrium minutum;biosynthesis;dinoflagellates;genes involved;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;saxitoxin biosynthesis;sxta;toxin content;toxin production,0
genus alexandrium,toxic species,155.2398016213473,20,107.0,4.567026015560574,3220,22,alexandrium;alexandrium minutum;alexandrium ostenfeldii;alexandrium tamarense;biosynthesis;cyanobacteria;dinoflagellates;gymnodinium;gymnodinium catenatum;paralytic shellfish poisoning;paralytic shellfish toxins;producing dinoflagellate;saxitoxin;saxitoxin biosynthesis;sxt gene;sxt genes;sxta;sxtg;toxin production;toxin profile,0
gymnodinium,gene expression,154.86837777102943,14,144.0,3.048070280193561,1716,21,alexandrium;alexandrium catenella;alexandrium minutum;biosynthesis;dinoflagellates;genes involved;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;saxitoxin biosynthesis;sxta;sxtg;toxin content;toxin production,0
toxin production,horizontal gene transfer,154.47751168638575,14,110.0,3.2097260485408454,2200,29,alexandrium;biosynthesis;cyanobacteria;dinoflagellates;evolution;gymnodinium;gymnodinium catenatum;paralytic shellfish poisoning;phylogeny;saxitoxin;saxitoxin biosynthesis;saxitoxin synthesis;sxta;sxtg,0
alexandrium fundyense,phylogeny,154.23619636264743,18,96.0,4.177209380229119,1650,27,alexandrium;alexandrium tamarense;alexandrium tamarense species;alexandrium tamarense species complex;biosynthesis;cyanobacteria;dinoflagellates;genus alexandrium;gonyautoxins;paralytic shellfish poisoning;paralytic shellfish toxins;producing dinoflagellates;saxitoxin;saxitoxin biosynthesis;sxta;toxin content;toxin production;toxin profile,0
gymnodinium,alexandrium ostenfeldii,154.0305958730108,19,149.0,4.511093239098297,2964,12,alexandrium;alexandrium minutum;dinoflagellates;genus alexandrium;gonyautoxins;paralytic shellfish poisoning;paralytic shellfish toxins;paralytic toxin;poisoning toxins;producing dinoflagellates;saxitoxin;shellfish poisoning toxins;strains of alexandrium;temperature;toxic profiles;toxic species;toxin content;toxin production;toxin profile,0
stx-producing,toxic species,154.00414147461257,23,91.0,5.599253155299763,1656,21,alexandrium;alexandrium tamarense;biosynthesis;cyanobacteria;dinoflagellates;genes involved;gymnodinium;gymnodinium catenatum;homologs;involved in stx;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;saxitoxin biosynthesis;strains of alexandrium;sxt gene;sxt genes;sxta;sxta and sxtg;sxtb;sxtg;toxic cyanobacteria;toxin production,0
alexandrium fundyense,gene expression,153.879331253036,13,152.0,2.79244806155823,1100,20,alexandrium;alexandrium catenella;alexandrium minutum;biosynthesis;dinoflagellates;genes involved;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;saxitoxin biosynthesis;sxta;toxin content;toxin production,0
gonyautoxins,alexandrium spp,153.63926048629133,18,147.0,4.092345721158192,2262,14,alexandrium;alexandrium minutum;alexandrium ostenfeldii;alexandrium tamarense;dinoflagellates;genus alexandrium;nitrogen;paralytic shellfish poisoning;paralytic shellfish toxins;phosphorus;saxitoxin;temperature;toxic dinoflagellate;toxin composition;toxin content;toxin production;toxin profile;toxin-producing,0
toxin production,gene transfer,152.97751168638575,14,111.0,3.2097260485408454,2200,28,alexandrium;biosynthesis;cyanobacteria;dinoflagellates;evolution;gymnodinium;gymnodinium catenatum;paralytic shellfish poisoning;phylogeny;saxitoxin;saxitoxin biosynthesis;saxitoxin synthesis;sxta;sxtg,0
producing dinoflagellates,salinity,152.44782692585324,17,154.0,3.809254864543012,3102,13,alexandrium;alexandrium minutum;alexandrium ostenfeldii;alexandrium tamarense;dinoflagellates;genus alexandrium;gonyautoxins;nitrogen;paralytic shellfish poisoning;paralytic shellfish toxins;pyrodinium;pyrodinium bahamense;saxitoxin;toxin composition;toxin content;toxin production;toxin profile,0
evolution,toxin synthesis,151.84680278152837,18,89.0,4.537705749356523,1749,27,alexandrium;biosynthesis;cyanobacteria;cyanobacteria and dinoflagellates;dinoflagellates;homologs;involved in toxin;non-toxic strains;paralytic shellfish poisoning;paralytic shellfish toxins;producing dinoflagellates;saxitoxin;saxitoxin biosynthesis;stx-producing;sxt genes;sxta;sxtg;toxin production,0
toxin production,dcstx,151.84329574861738,18,146.0,4.249604105597648,3600,13,alexandrium;alexandrium catenella;dinoflagellates;gonyautoxins;growth and toxin;gymnodinium;gymnodinium catenatum;neosaxitoxin;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;temperature;toxic dinoflagellate;toxic species;toxin accumulation;toxin composition;toxin content;toxin profile,0
phosphorus,genes involved,151.79267185507803,15,104.0,3.328669788435904,2024,28,alexandrium;alexandrium fundyense;alexandrium minutum;alexandrium tamarense;biosynthesis;dinoflagellates;paralytic shellfish poisoning;paralytic shellfish toxins;producing dinoflagellates;saxitoxin;saxitoxin biosynthesis;sxta;sxta and sxtg;sxtg;toxin production,0
genus alexandrium,gene expression,151.15830169350124,14,136.0,3.1627360919470666,1540,21,alexandrium;alexandrium catenella;alexandrium minutum;biosynthesis;biosynthesis genes;dinoflagellates;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;saxitoxin biosynthesis;sxta;sxtg;toxin content;toxin production,0
toxin composition,producing dinoflagellate,150.88207046124288,17,127.0,3.801452638928845,2850,19,alexandrium;alexandrium catenella;alexandrium fundyense;alexandrium tamarense;biosynthesis;dcstx;dinoflagellates;genus alexandrium;gymnodinium;gymnodinium catenatum;nitrogen;paralytic shellfish poisoning;paralytic shellfish toxins;phosphorus;producing dinoflagellates;saxitoxin;toxin profile,0
saxitoxin biosynthesis,cellular toxin,150.7973746416758,14,100.0,3.0087559700263617,1885,30,alexandrium;alexandrium minutum;alexandrium tamarense;biosynthesis;dinoflagellates;paralytic shellfish poisoning;paralytic shellfish toxins;phosphorus;saxitoxin;sxta;sxtg;temperature;toxin content;toxin production,0
gonyautoxins,pyrodinium bahamense,150.65997555583658,15,133.0,3.4032808458175796,2697,20,alexandrium;biosynthesis;dinoflagellates;genus alexandrium;gymnodinium;gymnodinium catenatum;light;paralytic shellfish poisoning;producing dinoflagellates;salinity;saxitoxin;temperature;toxic dinoflagellate;toxin content;toxin production,0
gymnodinium catenatum,toxin synthesis,149.99185354139155,18,108.0,4.026011256069444,2508,22,alexandrium;alexandrium catenella;alexandrium fundyense;alexandrium tamarense;biosynthesis;cyanobacteria;dinoflagellates;paralytic shellfish poisoning;paralytic shellfish toxins;producing dinoflagellates;saxitoxin;saxitoxin biosynthesis;stx-producing;sxt genes;sxta;sxtg;toxin content;toxin production,0
toxin content,stx-producing,149.90449907258392,20,104.0,4.5936296820704365,3816,20,alexandrium;alexandrium catenella;alexandrium tamarense;biosynthesis;dinoflagellates;genus alexandrium;gymnodinium;gymnodinium catenatum;paralytic shellfish poisoning;paralytic shellfish toxins;producing dinoflagellates;pyrodinium;pyrodinium bahamense;saxitoxin;saxitoxin biosynthesis;strains of alexandrium;sxta;toxic dinoflagellate;toxin production;toxin synthesis,0
