Source,Target,Score,Common_Neighbors,Weighted_Common_Neighbors,Adamic_Adar,Preferential_Attachment,Bio_Bonus,Bridge_Nodes,Match
alexandrium tamarense,horizontal gene,111.46492994354962,12,55.0,2.7022331811538143,2244,24,alexandrium;biosynthesis;cyanobacteria;dinoflagellates;gymnodinium;gymnodinium catenatum;paralytic shellfish poisoning;phylogeny;saxitoxin;saxitoxin biosynthesis;saxitoxin synthesis;sxta,0
biosynthesis gene,cellular toxin,111.37675731244681,11,54.0,2.425163184617614,493,26,alexandrium;alexandrium minutum;biosynthesis;dinoflagellates;nitrogen;paralytic shellfish poisoning;saxitoxin;sxta;sxta and sxtg;sxtg;toxin production,0
toxin content,biosynthesis genes,111.32047245361636,10,90.0,2.222962475999322,1484,18,alexandrium;alexandrium catenella;biosynthesis;dinoflagellates;gene expression;genus alexandrium;paralytic shellfish poisoning;saxitoxin;saxitoxin biosynthesis;sxta,0
evolution,environmental conditions,111.22472625978642,11,61.0,2.4137475634931427,1060,24,alexandrium;alexandrium minutum;biosynthesis;cyanobacteria;dinoflagellates;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;secondary metabolites;toxin production;toxin profile,0
sxta,nitrogen limitation,111.21752642883249,11,72.0,2.444067937255966,2369,21,alexandrium;alexandrium fundyense;dinoflagellates;nitrogen;phosphorus;producing dinoflagellates;saxitoxin;strains of alexandrium;toxin content;toxin production;toxin profile,0
nitrogen,pst biosynthesis,111.17229335430872,8,66.0,1.6140019264629555,780,27,alexandrium;biosynthesis;dinoflagellates;paralytic shellfish toxins;saxitoxin;sxta;toxin content;toxin production,0
gymnodinium catenatum,toxin accumulation,111.13176768606392,13,98.0,2.859898546523388,1216,12,alexandrium;alexandrium catenella;dcstx;dinoflagellates;gonyautoxins;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;toxin analogues;toxin composition;toxin content;toxin production;toxin profile,0
gymnodinium,saxitoxin derivatives,110.95947903089633,18,72.0,4.329729039114741,2808,11,alexandrium;alexandrium catenella;alexandrium tamarense;genus alexandrium;gonyautoxins;paralytic shellfish poisoning;paralytic shellfish toxin profiles;paralytic shellfish toxins;presence of c3;saxitoxin;shellfish toxin profiles;species of alexandrium;sulfocarbamoyl toxin;sulfocarbamoyl toxins;temperature;toxin composition;toxin content;toxin profile,0
genus alexandrium,biosynthesis in dinoflagellates,110.93601965047264,12,51.0,2.6130589137583655,1330,25,alexandrium;biosynthesis;cyanobacteria;dinoflagellates;evolution;gymnodinium;gymnodinium catenatum;paralytic shellfish poisoning;saxitoxin;saxitoxin biosynthesis;sxta;sxtg,0
alexandrium catenella,homologs,110.91890239498034,14,71.0,3.182711866779805,2301,17,alexandrium;alexandrium tamarense;biosynthesis;cyanobacteria;dinoflagellates;genes involved;paralytic shellfish poisoning;producing dinoflagellate;saxitoxin;saxitoxin biosynthesis;stx-producing;sxta;toxin production;toxin synthesis,0
pyrodinium bahamense,toxin synthesis,110.86778336040652,12,75.0,2.6340158192022667,1023,19,alexandrium;biosynthesis;dinoflagellates;paralytic shellfish poisoning;producing dinoflagellates;saxitoxin;saxitoxin biosynthesis;stx-producing;sxt genes;sxta;toxin content;toxin production,0
paralytic shellfish toxins,toxic cyanobacteria,110.82685342082785,13,99.0,3.071188894446432,3738,11,alexandrium tamarense;cyanobacteria;dinoflagellates;genes involved;paralytic shellfish poisoning;saxitoxin;stx-producing;sxta;sxta and sxtg;sxtg;toxic species;toxin production;toxin synthesis,0
toxin content,clade,110.80843662461531,14,67.0,3.177089737584146,1908,18,alexandrium;alexandrium fundyense;biosynthesis;dinoflagellates;genus alexandrium;gymnodinium;gymnodinium catenatum;paralytic shellfish poisoning;producing dinoflagellates;pyrodinium;pyrodinium bahamense;saxitoxin;saxitoxin biosynthesis;sxta,0
gymnodinium catenatum,gene cluster,110.78359158072706,15,58.0,3.3361746364942824,1900,19,alexandrium;alexandrium minutum;biosynthesis;cyanobacteria;dinoflagellates;genes involved;gonyautoxins;paralytic shellfish poisoning;paralytic shellfish toxins;producing dinoflagellates;pst-producing;saxitoxin;sxta;toxin content;toxin production,0
toxic species,gene cluster,110.72351754446285,16,58.0,4.066441446700637,1150,17,alexandrium;alexandrium minutum;alexandrium pacificum;biosynthesis;core genes;cyanobacteria;dinoflagellates;genes involved;paralytic shellfish poisoning;paralytic shellfish toxins;pst-producing;saxitoxin;sxt gene;sxta;sxta4 gene;toxin production,0
alexandrium fundyense,biosynthesis genes,110.51252378085282,10,97.0,2.245423279111843,700,16,alexandrium;alexandrium catenella;biosynthesis;clade;dinoflagellates;genus alexandrium;paralytic shellfish poisoning;saxitoxin;saxitoxin biosynthesis;sxta,0
gymnodinium catenatum,saxitoxin derivatives,110.50252203053219,17,73.0,4.015071058670617,2736,12,alexandrium;alexandrium catenella;alexandrium tamarense;genus alexandrium;gonyautoxins;paralytic shellfish poisoning;paralytic shellfish toxin profiles;paralytic shellfish toxins;presence of c3;saxitoxin;shellfish toxin profiles;sulfocarbamoyl toxin;sulfocarbamoyl toxins;temperature;toxin composition;toxin content;toxin profile,0
toxin production,species of alexandrium,110.49771062655535,15,57.0,3.36863010948157,2400,19,alexandrium;alexandrium tamarense;dinoflagellates;dominant toxins;evolution;genus alexandrium;gymnodinium;paralytic shellfish poisoning;paralytic shellfish toxins;phylogeny;pyrodinium;saxitoxin;sxta;toxin composition;toxin profile,0
gene transfer,biosynthesis genes,110.37875310116928,8,77.0,1.6706941542401321,308,24,alexandrium;biosynthesis;dinoflagellates;evolution;paralytic shellfish poisoning;saxitoxin;saxitoxin biosynthesis;sxta,0
alexandrium catenella,sxt gene,110.31535749628365,11,87.0,2.3889373312344806,1475,17,alexandrium;biosynthesis;dinoflagellates;genus alexandrium;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;saxitoxin biosynthesis;stx-producing;sxta;toxic dinoflagellate,0
alexandrium fundyense,stx biosynthesis genes,110.19990087621777,8,107.0,1.820215351704495,650,16,alexandrium;alexandrium catenella;biosynthesis;clade;dinoflagellates;saxitoxin;saxitoxin biosynthesis;sxta,0
gene expression,gene transfer,110.11541161784004,8,72.0,1.6744457241237638,484,25,alexandrium;biosynthesis;dinoflagellates;paralytic shellfish poisoning;saxitoxin;saxitoxin biosynthesis;sxta;sxtg,0
gymnodinium catenatum,dominant toxins,110.09120767323654,17,73.0,3.873401422997204,2812,12,alexandrium;alexandrium fundyense;alexandrium tamarense;dinoflagellates;each toxin;gonyautoxins;paralytic shellfish poisoning;paralytic shellfish toxins;presence of c3;producing dinoflagellates;saxitoxin;strains of alexandrium;sulfocarbamoyl toxins;toxin composition;toxin content;toxin production;toxin profile,0
biosynthesis gene,toxic species,110.07873912574185,13,72.0,2.9157242592488157,782,18,alexandrium;alexandrium minutum;biosynthesis;cyanobacteria;dinoflagellates;genes involved;paralytic shellfish poisoning;saxitoxin;saxitoxin biosynthesis;sxta;sxta and sxtg;sxtg;toxin production,0
genus alexandrium,biosynthesis gene,110.07041960794055,12,77.0,2.6763817744209657,1190,18,alexandrium;alexandrium minutum;biosynthesis;cyanobacteria;dinoflagellates;paralytic shellfish poisoning;phylogenetic analysis;saxitoxin;saxitoxin biosynthesis;sxta;sxtg;toxin production,0
toxin composition,toxin synthesis,110.0387167327525,12,81.0,2.5438389719500845,2475,17,alexandrium;alexandrium catenella;alexandrium fundyense;alexandrium tamarense;biosynthesis;dinoflagellates;paralytic shellfish poisoning;paralytic shellfish toxins;producing dinoflagellates;saxitoxin;toxin content;toxin production,0
cellular toxin,toxic species,110.02350204827582,13,68.0,2.8083862542862144,1334,19,alexandrium;alexandrium minutum;alexandrium tamarense;biosynthesis;dinoflagellates;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;sxta;sxta and sxtg;sxtg;toxin production;toxin profile,0
alexandrium fundyense,phylogenetic analysis,109.91786511241041,14,67.0,2.964557302683155,1150,18,alexandrium;alexandrium tamarense;biosynthesis;cyanobacteria;dinoflagellates;genus alexandrium;gonyautoxins;paralytic shellfish poisoning;paralytic shellfish toxins;producing dinoflagellates;saxitoxin;saxitoxin biosynthesis;toxin content;toxin profile,0
alexandrium tamarense,phosphorus limitation,109.91006842905516,14,89.0,3.176540610376547,2346,12,alexandrium;alexandrium fundyense;dinoflagellates;dominant toxins;gonyautoxins;nitrogen;phosphorus;producing dinoflagellates;saxitoxin;strains of alexandrium;toxin composition;toxin content;toxin production;toxin profile,0
alexandrium ostenfeldii,neosaxitoxin,109.90726584856523,12,73.0,2.6291452245447307,1140,19,alexandrium;dinoflagellates;gonyautoxins;paralytic shellfish poisoning;paralytic shellfish toxins;paralytic toxin;phylogeny;saxitoxin;temperature;toxin content;toxin production;toxin profile,0
gene transfer,clade,109.88536711162843,10,61.0,2.1311329904282776,396,25,alexandrium;biosynthesis;dinoflagellates;evolution;gymnodinium;gymnodinium catenatum;paralytic shellfish poisoning;saxitoxin;saxitoxin biosynthesis;sxta,0
toxin production,paralytic shellfish toxin profiles,109.80211375350449,14,81.0,3.0941245979847554,3100,14,alexandrium;alexandrium catenella;alexandrium tamarense;genus alexandrium;gonyautoxins;gymnodinium;gymnodinium catenatum;paralytic shellfish toxins;salinity;saxitoxin;temperature;toxin composition;toxin content;toxin profile,0
toxin production,shellfish toxin profiles,109.80211375350449,14,81.0,3.0941245979847554,3100,14,alexandrium;alexandrium catenella;alexandrium tamarense;genus alexandrium;gonyautoxins;gymnodinium;gymnodinium catenatum;paralytic shellfish toxins;salinity;saxitoxin;temperature;toxin composition;toxin content;toxin profile,0
saxitoxin biosynthesis,paralytic toxin,109.78252868501485,12,48.0,2.68866367018852,1690,25,alexandrium;dinoflagellates;genus alexandrium;gymnodinium;gymnodinium catenatum;paralytic shellfish poisoning;paralytic shellfish toxins;phylogenetic analysis;phylogeny;producing dinoflagellates;saxitoxin;toxin content,0
alexandrium fundyense,dcstx,109.6532933031163,13,95.0,2.801748210176105,1800,12,alexandrium;alexandrium catenella;dinoflagellates;gonyautoxins;gymnodinium catenatum;paralytic shellfish poisoning;paralytic shellfish toxins;producing dinoflagellate;saxitoxin;temperature;toxin composition;toxin content;toxin profile,0
nitrogen,involved in stx,109.63533643115515,12,44.0,2.627255297097117,1820,26,alexandrium;alexandrium tamarense;biosynthesis;cyanobacteria;dinoflagellates;paralytic shellfish poisoning;producing dinoflagellates;saxitoxin;sxta;sxta and sxtg;sxtg;toxin production,0
cyanobacteria and dinoflagellates,involved in stx,109.60519896919553,17,47.0,4.290191270265877,644,18,alexandrium tamarense;cyanobacteria;dinoflagellates;evolution;genes involved;homologs;paralytic shellfish poisoning;saxitoxin;stx synthesis;stx-producing;sxt genes;sxta;sxta and sxtg;sxtb;sxtg;toxic cyanobacteria;toxin production,0
phosphorus,freshwater cyanobacteria,109.54562706575564,10,56.0,2.0442990158759984,920,26,alexandrium;alexandrium tamarense;biosynthesis;dinoflagellates;paralytic shellfish poisoning;paralytic shellfish toxins;producing dinoflagellates;saxitoxin;sxta;toxin production,0
gene expression,salinity,109.5246333182266,9,117.0,1.8511849884589564,1034,12,alexandrium;alexandrium catenella;alexandrium minutum;dinoflagellates;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;toxin content;toxin production,0
alexandrium fundyense,toxin content and composition,109.49957413077256,15,83.0,3.4081688198427798,1900,12,alexandrium;alexandrium catenella;alexandrium tamarense;down-regulated;genus alexandrium;gonyautoxins;nitrogen;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;strains of alexandrium;temperature;toxin composition;toxin content;toxin profile,0
producing dinoflagellate,gene cluster,109.39667751873426,12,48.0,2.655973495820521,950,25,alexandrium;alexandrium minutum;biosynthesis;cyanobacteria;dinoflagellates;nitrogen;paralytic shellfish poisoning;paralytic shellfish toxins;producing dinoflagellates;pst-producing;saxitoxin;sxta,0
biosynthesis,growth and toxin production,109.39008317056586,14,56.0,3.212170876900687,1820,20,alexandrium;alexandrium tamarense;cellular toxin;dinoflagellates;environmental conditions;gonyautoxins;nitrogen;paralytic shellfish toxins;phosphorus;saxitoxin;temperature;toxin composition;toxin content;toxin production,0
genus alexandrium,growth and toxin,109.23300947736088,14,85.0,3.0064791368855266,1680,13,alexandrium;alexandrium tamarense;dinoflagellates;gonyautoxins;paralytic shellfish poisoning;paralytic shellfish toxins;salinity;saxitoxin;temperature;toxic dinoflagellate;toxin composition;toxin content;toxin production;toxin profile,0
paralytic shellfish poisoning,toxin variability,109.19383372021679,18,64.0,4.30396358683756,5238,12,alexandrium;alexandrium catenella;alexandrium tamarense;genus alexandrium;gonyautoxins;neostx;other saxitoxin;other saxitoxin derivatives;paralytic shellfish toxins;salinity;saxitoxin;saxitoxin derivatives;sulfocarbamoyl toxin;temperature;toxin composition;toxin content;toxin content and composition;toxin profile,0
alexandrium spp,biosynthesis gene,109.18721486169598,9,65.0,1.8801433255578024,442,25,alexandrium;alexandrium minutum;cyanobacteria;dinoflagellates;nitrogen;paralytic shellfish poisoning;saxitoxin;sxta;toxin production,0
saxitoxin biosynthesis,neostx,109.10033260184682,10,86.0,2.0784150680745697,2275,18,alexandrium;alexandrium catenella;alexandrium tamarense;dinoflagellates;genus alexandrium;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;temperature;toxin content,0
nitrogen,toxin analogues,109.09819741497503,15,62.0,3.4482089583704085,1820,17,alexandrium;alexandrium catenella;biosynthesis;cyanobacteria;dinoflagellates;each toxin;gonyautoxins;neostx;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;saxitoxin analogues;toxic dinoflagellate;toxin composition;toxin profile,0
nitrogen,stx biosynthesis genes,109.07430861889196,6,84.0,1.2346829796962828,845,24,alexandrium;alexandrium catenella;biosynthesis;dinoflagellates;saxitoxin;sxta,0
sxtg,toxin analogues,109.0638038428167,12,46.0,2.813777689882729,1400,25,alexandrium;biosynthesis;cyanobacteria;dinoflagellates;gene transfer;gymnodinium;gymnodinium catenatum;horizontal gene;horizontal gene transfer;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin,0
freshwater cyanobacteria,involved in stx,109.06259445107827,14,41.0,3.1325779994389746,560,24,alexandrium;alexandrium tamarense;biosynthesis;cyanobacteria;dinoflagellates;evolution;genes involved;homologs;paralytic shellfish poisoning;producing dinoflagellates;saxitoxin;sxt genes;sxta;toxin production,0
clade,involved in stx,109.01934539922016,12,48.0,2.6356887281941597,504,25,alexandrium;biosynthesis;dinoflagellates;evolution;gymnodinium;gymnodinium catenatum;paralytic shellfish poisoning;producing dinoflagellates;saxitoxin;saxitoxin biosynthesis;sxt genes;sxta,0
sxta,toxin content and composition,108.79717194388327,12,65.0,2.7202955465569385,3914,20,alexandrium;alexandrium catenella;alexandrium tamarense;genus alexandrium;nitrogen;paralytic shellfish poisoning;paralytic shellfish toxins;pst content;saxitoxin;strains of alexandrium;toxin content;toxin profile,0
gymnodinium,gene cluster,108.7965725797944,15,58.0,3.3361746364942824,1950,18,alexandrium;alexandrium minutum;biosynthesis;cyanobacteria;dinoflagellates;genes involved;gonyautoxins;paralytic shellfish poisoning;paralytic shellfish toxins;producing dinoflagellates;pst-producing;saxitoxin;sxta;toxin content;toxin production,0
homologs,horizontal gene,108.78661691122753,12,50.0,2.8029108167451344,858,24,alexandrium;biosynthesis;biosynthesis in dinoflagellates;cyanobacteria;dinoflagellates;evolution;paralytic shellfish poisoning;saxitoxin;saxitoxin biosynthesis;saxitoxin synthesis;sxta;sxtg,0
sxta,phosphorus limitation,108.71752642883249,11,67.0,2.444067937255966,2369,21,alexandrium;alexandrium fundyense;dinoflagellates;nitrogen;phosphorus;producing dinoflagellates;saxitoxin;strains of alexandrium;toxin content;toxin production;toxin profile,0
alexandrium,biosynthetic pathway,108.65686168904637,12,43.0,3.050615974935168,3010,25,biosynthesis;cyanobacteria;dinoflagellates;evolution;gene transfer;horizontal gene;horizontal gene transfer;paralytic shellfish poisoning;saxitoxin;saxitoxin biosynthesis;saxitoxin biosynthetic;sxta,0
cellular toxin,toxin synthesis,108.64148251279406,12,71.0,2.5696862079362077,957,19,alexandrium;alexandrium tamarense;biosynthesis;dinoflagellates;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;sxta;sxta and sxtg;sxtg;toxin content;toxin production,0
biosynthesis gene,gene cluster,108.59602984303554,12,43.0,2.6896033899669507,425,26,alexandrium;alexandrium minutum;biosynthesis;cyanobacteria;dinoflagellates;gene expression;genes involved;nitrogen;paralytic shellfish poisoning;saxitoxin;sxta;toxin production,0
alexandrium minutum,neosaxitoxin,108.56344082734486,14,83.0,3.0917973856777716,1950,13,alexandrium;alexandrium tamarense;dinoflagellates;gonyautoxins;gymnodinium;gymnodinium catenatum;paralytic shellfish poisoning;paralytic shellfish toxins;psp toxin profile;saxitoxin;temperature;toxin content;toxin production;toxin profile,0
nitrogen,neosaxitoxin,108.56148507700975,14,83.0,3.0911454688993976,1950,13,alexandrium;alexandrium tamarense;dinoflagellates;each toxin;gonyautoxins;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;saxitoxin analogues;temperature;toxin composition;toxin content;toxin production;toxin profile,0
temperature,phylogenetic analysis,108.54350741125093,13,65.0,2.7744780236398614,1702,19,alexandrium;alexandrium ostenfeldii;alexandrium tamarense;biosynthesis;dinoflagellates;genus alexandrium;gonyautoxins;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;saxitoxin biosynthesis;toxin content;toxin profile,0
producing dinoflagellate,involved in stx,108.53607478284898,15,58.0,3.3502365812590713,1064,18,alexandrium;alexandrium tamarense;biosynthesis;cyanobacteria;dinoflagellates;gymnodinium;gymnodinium catenatum;homologs;paralytic shellfish poisoning;producing dinoflagellates;saxitoxin;saxitoxin biosynthesis;sxta;sxtg;toxic species,0
phosphorus,pst biosynthesis,108.49968478015003,8,61.0,1.6140019264629555,552,27,alexandrium;biosynthesis;dinoflagellates;paralytic shellfish toxins;saxitoxin;sxta;toxin content;toxin production,0
nitrogen,toxin accumulation,108.44808452377931,13,93.0,2.8247053298239426,1040,12,alexandrium;alexandrium catenella;dinoflagellates;gonyautoxins;neostx;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;toxic dinoflagellate;toxin composition;toxin content;toxin production;toxin profile,0
gymnodinium catenatum,species of alexandrium,108.44754692274601,15,57.0,3.397626429912573,1824,18,alexandrium;alexandrium tamarense;dinoflagellates;evolution;genus alexandrium;gymnodinium;paralytic shellfish poisoning;paralytic shellfish toxins;presence of c3;pyrodinium;saxitoxin;sulfocarbamoyl toxins;sxta;toxin composition;toxin profile,0
phylogeny,clade,108.42616274544801,11,52.0,2.410627347558401,594,25,alexandrium;biosynthesis;dinoflagellates;evolution;genus alexandrium;paralytic shellfish poisoning;producing dinoflagellates;saxitoxin;saxitoxin biosynthesis;sxt genes;sxta,0
saxitoxin biosynthesis,pst-producing,108.38659224351615,13,66.0,3.2755914748357786,1235,18,alexandrium;alexandrium pacificum;biosynthesis;core genes;dinoflagellates;gymnodinium;gymnodinium catenatum;paralytic shellfish toxins;producing dinoflagellate;saxitoxin;sxta;sxta4 gene;toxic species,0
alexandrium spp,growth and toxin,108.28960257450568,14,80.0,3.0235755832124918,624,14,alexandrium;alexandrium tamarense;dinoflagellates;nitrogen;paralytic shellfish poisoning;paralytic shellfish toxins;phosphorus;saxitoxin;temperature;toxic dinoflagellate;toxin composition;toxin content;toxin production;toxin profile,0
gymnodinium,dominant toxins,108.28129814424946,17,73.0,3.9324371848059974,2886,11,alexandrium;alexandrium tamarense;dinoflagellates;each toxin;gonyautoxins;paralytic shellfish poisoning;paralytic shellfish toxins;presence of c3;producing dinoflagellates;saxitoxin;species of alexandrium;strains of alexandrium;sulfocarbamoyl toxins;toxin composition;toxin content;toxin production;toxin profile,0
temperature,saxitoxin analogues,108.22982929391074,15,76.0,3.51065616320324,1628,13,alexandrium;decarbamoylsaxitoxin;dinoflagellates;gonyautoxins;gymnodinium;gymnodinium catenatum;neosaxitoxin;nitrogen;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;sulfocarbamoyl toxins;toxin composition;toxin content;toxin profile,0
nitrogen,phylogenetic analysis,108.13980161172415,14,62.0,3.161508844152312,1495,18,alexandrium;alexandrium tamarense;biosynthesis;biosynthesis gene;cyanobacteria;dinoflagellates;gonyautoxins;paralytic shellfish poisoning;paralytic shellfish toxins;producing dinoflagellates;saxitoxin;toxin content;toxin profile;toxin-producing,0
temperature,sxt gene,108.08355104841945,11,82.0,2.4406034640442322,1850,17,alexandrium;alexandrium minutum;alexandrium spp;biosynthesis;dinoflagellates;genus alexandrium;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;saxitoxin biosynthesis;toxic dinoflagellate,0
alexandrium minutum,pst-producing,108.07966230730261,13,67.0,3.0066148294312662,1235,18,alexandrium;biosynthesis;dinoflagellates;gene cluster;gymnodinium;gymnodinium catenatum;paralytic shellfish toxins;producing dinoflagellate;saxitoxin;sxta;toxic profiles;toxic species;toxin profile,0
horizontal gene,involved in stx,108.05161125322779,12,46.0,2.6130589137583655,616,25,alexandrium;biosynthesis;cyanobacteria;dinoflagellates;evolution;gymnodinium;gymnodinium catenatum;paralytic shellfish poisoning;saxitoxin;saxitoxin biosynthesis;sxta;sxtg,0
gonyautoxins,species of alexandrium,108.04969510613478,16,58.0,3.7424915751188346,2088,16,alexandrium;alexandrium tamarense;dinoflagellates;dominant toxins;genus alexandrium;gymnodinium;other saxitoxin;other saxitoxin derivatives;paralytic shellfish poisoning;paralytic shellfish toxins;phylogeny;saxitoxin;saxitoxin derivatives;sulfocarbamoyl toxins;toxin composition;toxin profile,0
alexandrium tamarense,pst-producing,108.001374934827,13,66.0,3.072137035735223,1938,18,alexandrium;alexandrium pacificum;biosynthesis;core genes;dinoflagellates;gymnodinium;gymnodinium catenatum;paralytic shellfish toxins;producing dinoflagellate;saxitoxin;sxta;toxic species;toxin profile,0
toxic dinoflagellate,neosaxitoxin,107.79392556540638,14,86.0,3.0632084654754284,1350,12,alexandrium;alexandrium tamarense;dcstx;dinoflagellates;gonyautoxins;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;temperature;toxin analogues;toxin composition;toxin content;toxin production;toxin profile,0
producing dinoflagellates,species of alexandrium,107.7900601716004,15,56.0,3.36863010948157,1584,18,alexandrium;alexandrium tamarense;dinoflagellates;dominant toxins;evolution;genus alexandrium;gymnodinium;paralytic shellfish poisoning;paralytic shellfish toxins;phylogeny;pyrodinium;saxitoxin;sxta;toxin composition;toxin profile,0
paralytic shellfish poisoning,higher toxin,107.69383372021679,18,61.0,4.30396358683756,5238,12,alexandrium;alexandrium catenella;alexandrium tamarense;genus alexandrium;gonyautoxins;neostx;other saxitoxin;other saxitoxin derivatives;paralytic shellfish toxins;salinity;saxitoxin;saxitoxin derivatives;sulfocarbamoyl toxin;temperature;toxin composition;toxin content;toxin content and composition;toxin profile,0
gene expression,sxt gene,107.64195990783475,10,84.0,2.162030834419432,550,18,alexandrium;alexandrium minutum;biosynthesis;dinoflagellates;gene cluster;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;saxitoxin biosynthesis;sxta,0
pyrodinium,sxt gene,107.63280362546757,12,75.0,2.9057888360481594,925,17,alexandrium;dinoflagellates;gene copy;gene copy number;genus alexandrium;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;saxitoxin biosynthesis;stx-producing;sxta;toxic dinoflagellate,0
saxitoxin biosynthesis,species of alexandrium,107.61603528380564,12,44.0,2.6464981078493057,1560,25,alexandrium;alexandrium tamarense;dinoflagellates;evolution;genus alexandrium;gymnodinium;paralytic shellfish poisoning;paralytic shellfish toxins;phylogeny;pyrodinium;saxitoxin;sxta,0
paralytic shellfish poisoning,pst biosynthesis,107.4819213835864,10,78.0,2.2017747495480733,2328,19,alexandrium;biosynthesis;dinoflagellates;gene expression;genes involved;paralytic shellfish toxins;saxitoxin;sxta;toxin content;toxin production,0
producing dinoflagellate,sxt gene,107.4725472690414,11,82.0,2.3479300792562365,950,17,alexandrium;alexandrium minutum;biosynthesis;dinoflagellates;genus alexandrium;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;saxitoxin biosynthesis;sxta;toxic species,0
gymnodinium,other saxitoxin,107.45947903089633,18,65.0,4.329729039114741,2808,11,alexandrium;alexandrium catenella;alexandrium tamarense;genus alexandrium;gonyautoxins;paralytic shellfish poisoning;paralytic shellfish toxin profiles;paralytic shellfish toxins;presence of c3;saxitoxin;shellfish toxin profiles;species of alexandrium;sulfocarbamoyl toxin;sulfocarbamoyl toxins;temperature;toxin composition;toxin content;toxin profile,0
gymnodinium,other saxitoxin derivatives,107.45947903089633,18,65.0,4.329729039114741,2808,11,alexandrium;alexandrium catenella;alexandrium tamarense;genus alexandrium;gonyautoxins;paralytic shellfish poisoning;paralytic shellfish toxin profiles;paralytic shellfish toxins;presence of c3;saxitoxin;shellfish toxin profiles;species of alexandrium;sulfocarbamoyl toxin;sulfocarbamoyl toxins;temperature;toxin composition;toxin content;toxin profile,0
alexandrium catenella,clade,107.40159451758755,13,69.0,3.139056442805527,1062,17,alexandrium;alexandrium fundyense;biosynthesis;biosynthesis genes;dinoflagellates;genus alexandrium;gymnodinium;gymnodinium catenatum;paralytic shellfish poisoning;saxitoxin;saxitoxin biosynthesis;stx biosynthesis genes;sxta,0
alexandrium pacificum,horizontal gene transfer,107.37072601826088,7,76.0,1.4188235054884324,506,24,alexandrium;biosynthesis;dinoflagellates;paralytic shellfish poisoning;saxitoxin;saxitoxin biosynthesis;sxta,0
biosynthesis,sulfocarbamoyl toxins,107.35042888109612,13,69.0,2.93905604528704,3185,17,alexandrium;alexandrium tamarense;dinoflagellate species;dinoflagellates;gonyautoxins;gymnodinium;gymnodinium catenatum;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;temperature;toxin analogues;toxin composition,0
phylogeny,gene cluster,107.33651102350763,12,45.0,2.49273787891571,825,25,alexandrium;biosynthesis;cyanobacteria;dinoflagellates;gonyautoxins;paralytic shellfish poisoning;paralytic shellfish toxins;producing dinoflagellates;saxitoxin;sxta;toxin content;toxin production,0
neostx,cellular toxin,107.26928744259516,13,91.0,2.7691577095086473,1015,12,alexandrium;alexandrium tamarense;dinoflagellates;gonyautoxins;nitrogen;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;temperature;toxic dinoflagellate;toxin composition;toxin content;toxin profile,0
evolution,stx synthesis,107.26203528107148,14,63.0,3.410313154976068,1166,17,cyanobacteria;cyanobacteria and dinoflagellates;dinoflagellates;genes involved;homologs;involved in stx;paralytic shellfish poisoning;producing dinoflagellates;saxitoxin;stx-producing;sxt genes;sxta;sxtg;toxin production,0
alexandrium catenella,dominant toxins,107.09662858143588,16,73.0,3.5840573043344954,2183,12,alexandrium;alexandrium fundyense;alexandrium tamarense;dinoflagellates;gonyautoxins;nitrogen;other saxitoxin;other saxitoxin derivatives;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;saxitoxin derivatives;toxin composition;toxin content;toxin production;toxin profile,0
pyrodinium bahamense,biosynthesis in dinoflagellates,107.0834602397347,10,59.0,2.1311329904282776,589,24,alexandrium;biosynthesis;dinoflagellates;evolution;gymnodinium;gymnodinium catenatum;paralytic shellfish poisoning;saxitoxin;saxitoxin biosynthesis;sxta,0
biosynthesis genes,stx-producing,107.06623222944472,10,63.0,2.151317671602349,504,23,alexandrium;alexandrium catenella;biosynthesis;dinoflagellates;evolution;genus alexandrium;paralytic shellfish poisoning;saxitoxin;saxitoxin biosynthesis;sxta,0
saxitoxin biosynthesis,pst biosynthesis,106.93561182356406,10,74.0,2.2017747495480733,780,20,alexandrium;biosynthesis;dinoflagellates;gene expression;genes involved;paralytic shellfish toxins;saxitoxin;sxta;toxin content;toxin production,0
