Source,Target,Score,Common_Neighbors,Weighted_Common_Neighbors,Adamic_Adar,Preferential_Attachment,Bio_Bonus,Bridge_Nodes,Match
toxic dinoflagellate,saxitoxin biosynthetic,62.719513015297,8,41.0,1.6538054924251715,675,9,alexandrium;cyanobacteria;dinoflagellates;paralytic shellfish poisoning;paralytic shellfish toxins;pyrodinium;saxitoxin;sxta,1
toxic dinoflagellate,clade,62.63244054785348,8,44.0,1.7611021735985892,810,8,alexandrium;dinoflagellates;genus alexandrium;paralytic shellfish poisoning;pyrodinium;pyrodinium bahamense;saxitoxin;sxta,1
pyrodinium,dinoflagellate species,62.611397369608135,8,37.0,1.6110027305097028,703,10,alexandrium;dinoflagellates;gymnodinium;gymnodinium catenatum;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;sxta,1
gymnodinium catenatum,toxins varied,62.595575658444304,9,30.0,2.004405156352791,1292,10,alexandrium;alexandrium tamarense;paralytic shellfish poisoning;paralytic shellfish toxins;presence of c3;saxitoxin;sulfocarbamoyl toxins;toxin composition;toxin profile,1
nitrogen,n-sulfocarbamoyl toxins,62.57248009629848,8,36.0,1.6894091684191144,1105,10,alexandrium;alexandrium tamarense;dominant toxins;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;toxin composition;toxin profile,1
phosphorus,n-sulfocarbamoyl toxins,62.39979385325274,8,36.0,1.6894091684191144,782,10,alexandrium;alexandrium tamarense;dominant toxins;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;toxin composition;toxin profile,1
pyrodinium bahamense,toxic dinoflagellates,62.29236534378879,5,61.0,0.9741562958997219,310,8,alexandrium;dinoflagellates;paralytic shellfish poisoning;saxitoxin;temperature,1
biosynthesis,pst production,62.07855877774218,6,30.0,1.260907303912618,728,14,cyanobacteria;dinoflagellates;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;toxin synthesis,1
toxin production,stx biosynthetic,62.06129766465491,7,20.0,1.5531816786169121,900,15,biosynthesis;cyanobacteria;dinoflagellates;freshwater cyanobacteria;paralytic shellfish poisoning;saxitoxin;sxta,1
alexandrium spp,pst-producing,61.62521300565521,6,46.0,1.174311374790287,494,10,alexandrium;dinoflagellates;paralytic shellfish toxins;saxitoxin;sxta;toxin profile,1
alexandrium pacificum,sxtb,61.36274197951399,7,47.0,1.5828288259061345,506,8,dinoflagellates;genes involved;paralytic shellfish poisoning;saxitoxin;sxta;toxic species;toxin synthesis,1
alexandrium spp,saxitoxin synthesis,61.309668912099895,9,33.0,1.8568046969985372,650,9,alexandrium;alexandrium minutum;alexandrium tamarense;cyanobacteria;dinoflagellates;paralytic shellfish poisoning;saxitoxin;sxta;toxin production,1
dinoflagellates,two toxic,61.07027256234865,6,19.0,1.3176077840637446,1386,16,alexandrium;alexandrium pacificum;biosynthesis;paralytic shellfish toxins;saxitoxin;sxta,1
phosphorus,saxitoxin producing,61.016797924526074,5,22.0,1.0426572543049148,322,17,alexandrium;dinoflagellates;producing dinoflagellate;saxitoxin;sxta,1
paralytic shellfish poisoning,two toxic,60.98306153519113,6,19.0,1.3176077840637446,1164,16,alexandrium;alexandrium pacificum;biosynthesis;paralytic shellfish toxins;saxitoxin;sxta,1
gymnodinium,pst content,60.68918649410622,9,47.0,1.8646161589800365,1326,5,alexandrium;alexandrium tamarense;dinoflagellates;paralytic shellfish poisoning;paralytic shellfish toxins;strains of alexandrium;sxta;toxin content;toxin profile,1
environmental conditions,dinoflagellates and cyanobacteria,60.66867476066609,6,29.0,1.189808748344392,180,14,alexandrium;biosynthesis;cyanobacteria;dinoflagellates;paralytic shellfish poisoning;saxitoxin,1
alexandrium spp,core genes,60.428172635809815,6,47.0,1.303876508303472,416,9,alexandrium;alexandrium tamarense;paralytic shellfish toxins;saxitoxin;sxt gene;sxta,1
alexandrium catenella,two toxic,60.388882246928944,6,19.0,1.3176077840637446,354,16,alexandrium;alexandrium pacificum;biosynthesis;paralytic shellfish toxins;saxitoxin;sxta,1
alexandrium pacificum,saxitoxin production,60.323829945588045,7,38.0,1.4365635618242318,414,10,alexandrium;dinoflagellates;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;sxta;toxin synthesis,1
alexandrium fundyense,highly toxic,60.28778715759931,8,33.0,1.5969354813153407,400,10,alexandrium;alexandrium tamarense;dinoflagellates;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;temperature;toxin profile,1
toxic dinoflagellate,highly toxic,60.23524542311247,8,33.0,1.5969354813153407,360,10,alexandrium;alexandrium tamarense;dinoflagellates;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;temperature;toxin profile,1
cellular toxin,highly toxic,60.016325670728875,8,33.0,1.5969354813153407,232,10,alexandrium;alexandrium tamarense;dinoflagellates;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;temperature;toxin profile,1
biosynthesis,toxin-producing dinoflagellate,60.00747345126538,6,18.0,1.25943476986433,637,16,alexandrium;dinoflagellates;nitrogen;paralytic shellfish toxins;producing dinoflagellate;saxitoxin,1
growth and toxin,highly toxic,59.92215153839847,8,33.0,1.5969354813153407,192,10,alexandrium;alexandrium tamarense;dinoflagellates;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;temperature;toxin profile,1
toxin production,stx levels,59.815946006142376,5,23.0,1.0132306875416925,700,16,alexandrium;biosynthesis;dinoflagellates;saxitoxin;saxitoxin biosynthesis,1
