Source,Target,Relation,Source_Type,Target_Type,Weight,Paper_Count,Paper_IDs,Years,Edge_Key,Transfer_Match
phylogenetic tree,pst-producing,SEMANTIC_CO_OCCURS,TOXIN_PHENOTYPE,EVOLUTIONARY_PROCESS,2,2,32307073;39003021,2020.0;2024.0,"('phylogenetic tree', 'pst-producing')",1
phylogenetic tree,sxt genes,EVOLUTION_GENE_RELATION,GENE,EVOLUTIONARY_PROCESS,2,2,38705616;39003021,2024.0,"('phylogenetic tree', 'sxt genes')",1
phylogenetic tree,sxta,EVOLUTION_GENE_RELATION,GENE,EVOLUTIONARY_PROCESS,2,2,38705616;39003021,2024.0,"('phylogenetic tree', 'sxta')",1
phylogeny,saxitoxin biosynthesis,SEMANTIC_CO_OCCURS,BIOLOGICAL_MECHANISM,EVOLUTIONARY_PROCESS,2,2,18850059;38705616,2008.0;2024.0,"('phylogeny', 'saxitoxin biosynthesis')",1
phylogeny,sxta,EVOLUTION_GENE_RELATION,GENE,EVOLUTIONARY_PROCESS,2,2,27907126;38705616,2016.0;2024.0,"('phylogeny', 'sxta')",1
phylogeny,toxin production,SEMANTIC_CO_OCCURS,TOXIN,EVOLUTIONARY_PROCESS,2,2,27907126;28073477,2016.0,"('phylogeny', 'toxin production')",1
pks,sxti,BIOSYNTHETIC_GENE_RELATION,GENE,BIOSYNTHETIC_SYSTEM,2,2,31936211;41702991,2020.0;2026.0,"('pks', 'sxti')",1
pst biosynthesis,saxitoxin,TOXIN_MECHANISM_RELATION,TOXIN,BIOLOGICAL_MECHANISM,2,2,19331657;30983320,2009.0;2019.0,"('pst biosynthesis', 'saxitoxin')",1
pst-producing,saxitoxin,SEMANTIC_CO_OCCURS,TOXIN,TOXIN_PHENOTYPE,2,2,21376073;30502809,2011.0;2018.0,"('pst-producing', 'saxitoxin')",1
pyrodinium bahamense,saxitoxin,SPECIES_ASSOCIATED_WITH_TOXIN,SPECIES,TOXIN,2,2,19041661;35198665,2009.0;2022.0,"('pyrodinium bahamense', 'saxitoxin')",1
saxitoxin,saxitoxin biosynthesis gene,GENE_ASSOCIATED_WITH_TOXIN,GENE,TOXIN,2,2,18850059;22081581,2008.0;2012.0,"('saxitoxin', 'saxitoxin biosynthesis gene')",1
saxitoxin,stx biosynthesis genes,GENE_ASSOCIATED_WITH_TOXIN,TOXIN,GENE,2,2,38705616;40209228,2024.0;2025.0,"('saxitoxin', 'stx biosynthesis genes')",1
saxitoxin,sxtn,GENE_ASSOCIATED_WITH_TOXIN,TOXIN,GENE,2,2,30296060;40449983,2018.0;2025.0,"('saxitoxin', 'sxtn')",1
saxitoxin,transcriptional responses,SEMANTIC_CO_OCCURS,TOXIN,REGULATION_EXPRESSION,2,2,28073499;34974311,2016.0;2022.0,"('saxitoxin', 'transcriptional responses')",1
saxitoxin biosynthesis,saxitoxin biosynthesis gene,GENE_MECHANISM_RELATION,GENE,BIOLOGICAL_MECHANISM,2,2,18850059;22081581,2008.0;2012.0,"('saxitoxin biosynthesis', 'saxitoxin biosynthesis gene')",1
saxitoxin biosynthesis,stx biosynthesis gene,GENE_MECHANISM_RELATION,GENE,BIOLOGICAL_MECHANISM,2,2,20935128;40209228,2010.0;2025.0,"('saxitoxin biosynthesis', 'stx biosynthesis gene')",1
saxitoxin biosynthesis,stx biosynthesis genes,GENE_MECHANISM_RELATION,GENE,BIOLOGICAL_MECHANISM,2,2,40209228;41702991,2025.0;2026.0,"('saxitoxin biosynthesis', 'stx biosynthesis genes')",1
saxitoxin biosynthesis,stx-producing,SEMANTIC_CO_OCCURS,TOXIN_PHENOTYPE,BIOLOGICAL_MECHANISM,2,2,14718552;20935128,2004.0;2010.0,"('saxitoxin biosynthesis', 'stx-producing')",1
saxitoxin biosynthesis,sxtb,GENE_MECHANISM_RELATION,BIOLOGICAL_MECHANISM,GENE,2,2,38705616;40449983,2024.0;2025.0,"('saxitoxin biosynthesis', 'sxtb')",1
saxitoxin biosynthesis,sxts,GENE_MECHANISM_RELATION,BIOLOGICAL_MECHANISM,GENE,2,2,38705616;40449983,2024.0;2025.0,"('saxitoxin biosynthesis', 'sxts')",1
saxitoxin biosynthesis,sxtu,GENE_MECHANISM_RELATION,BIOLOGICAL_MECHANISM,GENE,2,2,38705616;40449983,2024.0;2025.0,"('saxitoxin biosynthesis', 'sxtu')",1
saxitoxin biosynthesis,toxic cyanobacteria,SEMANTIC_CO_OCCURS,BIOLOGICAL_MECHANISM,TAXON_GROUP,2,2,38705616;40449983,2024.0;2025.0,"('saxitoxin biosynthesis', 'toxic cyanobacteria')",1
saxitoxin biosynthesis,toxin production,TOXIN_MECHANISM_RELATION,TOXIN,BIOLOGICAL_MECHANISM,2,2,28073499;35198665,2016.0;2022.0,"('saxitoxin biosynthesis', 'toxin production')",1
saxitoxin biosynthesis genes,sxt genes,SEMANTIC_CO_OCCURS,GENE,GENE,2,2,38705616;40449983,2024.0;2025.0,"('saxitoxin biosynthesis genes', 'sxt genes')",1
saxitoxin biosynthesis genes,sxtb,SEMANTIC_CO_OCCURS,GENE,GENE,2,2,38705616;40449983,2024.0;2025.0,"('saxitoxin biosynthesis genes', 'sxtb')",1
saxitoxin biosynthesis genes,sxti,SEMANTIC_CO_OCCURS,GENE,GENE,2,2,38705616;40449983,2024.0;2025.0,"('saxitoxin biosynthesis genes', 'sxti')",1
saxitoxin biosynthesis genes,sxts,SEMANTIC_CO_OCCURS,GENE,GENE,2,2,38705616;40449983,2024.0;2025.0,"('saxitoxin biosynthesis genes', 'sxts')",1
saxitoxin biosynthesis genes,sxtu,SEMANTIC_CO_OCCURS,GENE,GENE,2,2,38705616;40449983,2024.0;2025.0,"('saxitoxin biosynthesis genes', 'sxtu')",1
saxitoxin biosynthesis genes,toxic cyanobacteria,SEMANTIC_CO_OCCURS,GENE,TAXON_GROUP,2,2,38705616;40449983,2024.0;2025.0,"('saxitoxin biosynthesis genes', 'toxic cyanobacteria')",1
secondary metabolite,secondary metabolites,SEMANTIC_CO_OCCURS,BIOSYNTHETIC_SYSTEM,BIOSYNTHETIC_SYSTEM,2,2,21076133;32290496,2011.0;2020.0,"('secondary metabolite', 'secondary metabolites')",1
secondary metabolites,sxta,BIOSYNTHETIC_GENE_RELATION,GENE,BIOSYNTHETIC_SYSTEM,2,2,22628533;39195743,2013.0;2024.0,"('secondary metabolites', 'sxta')",1
stx biosynthesis gene,sxta,SEMANTIC_CO_OCCURS,GENE,GENE,2,2,20935128;40209228,2010.0;2025.0,"('stx biosynthesis gene', 'sxta')",1
stx biosynthesis genes,sxt genes,SEMANTIC_CO_OCCURS,GENE,GENE,2,2,38705616;40209228,2024.0;2025.0,"('stx biosynthesis genes', 'sxt genes')",1
stx biosynthesis genes,sxtd,SEMANTIC_CO_OCCURS,GENE,GENE,2,2,38705616;41702991,2024.0;2026.0,"('stx biosynthesis genes', 'sxtd')",1
stx biosynthesis genes,sxth,SEMANTIC_CO_OCCURS,GENE,GENE,2,2,38705616;41702991,2024.0;2026.0,"('stx biosynthesis genes', 'sxth')",1
stx biosynthesis genes,sxti,SEMANTIC_CO_OCCURS,GENE,GENE,2,2,38705616;41702991,2024.0;2026.0,"('stx biosynthesis genes', 'sxti')",1
stx biosynthesis genes,sxts,SEMANTIC_CO_OCCURS,GENE,GENE,2,2,38705616;41702991,2024.0;2026.0,"('stx biosynthesis genes', 'sxts')",1
stx biosynthesis genes,sxtu,SEMANTIC_CO_OCCURS,GENE,GENE,2,2,38705616;41702991,2024.0;2026.0,"('stx biosynthesis genes', 'sxtu')",1
stx-producing,toxic cyanobacteria,SEMANTIC_CO_OCCURS,TAXON_GROUP,TOXIN_PHENOTYPE,2,2,22628533;33980444,2013.0;2021.0,"('stx-producing', 'toxic cyanobacteria')",1
sxt gene,sxt genes,SEMANTIC_CO_OCCURS,GENE,GENE,2,2,28797629;39003021,2017.0;2024.0,"('sxt gene', 'sxt genes')",1
sxt genes,sxtb,SEMANTIC_CO_OCCURS,GENE,GENE,2,2,38705616;40449983,2024.0;2025.0,"('sxt genes', 'sxtb')",1
sxt genes,sxts,SEMANTIC_CO_OCCURS,GENE,GENE,2,2,38705616;40449983,2024.0;2025.0,"('sxt genes', 'sxts')",1
sxt genes,sxtu,SEMANTIC_CO_OCCURS,GENE,GENE,2,2,38705616;40449983,2024.0;2025.0,"('sxt genes', 'sxtu')",1
sxt genes,toxic cyanobacteria,SEMANTIC_CO_OCCURS,GENE,TAXON_GROUP,2,2,38705616;40449983,2024.0;2025.0,"('sxt genes', 'toxic cyanobacteria')",1
sxt genes,up-regulated,REGULATION_GENE_RELATION,GENE,REGULATION_EXPRESSION,2,2,25421324;28073499,2014.0;2016.0,"('sxt genes', 'up-regulated')",1
sxta,sxta4 domain,SEMANTIC_CO_OCCURS,GENE,GENE_DOMAIN,2,2,40449983;41702991,2025.0;2026.0,"('sxta', 'sxta4 domain')",1
sxta,sxtd,SEMANTIC_CO_OCCURS,GENE,GENE,2,2,38705616;41702991,2024.0;2026.0,"('sxta', 'sxtd')",1
sxta,sxth,SEMANTIC_CO_OCCURS,GENE,GENE,2,2,38705616;41702991,2024.0;2026.0,"('sxta', 'sxth')",1
sxta,up-regulated,REGULATION_GENE_RELATION,GENE,REGULATION_EXPRESSION,2,2,25421324;28073499,2014.0;2016.0,"('sxta', 'up-regulated')",1
sxta4 domain,sxti,SEMANTIC_CO_OCCURS,GENE,GENE_DOMAIN,2,2,40449983;41702991,2025.0;2026.0,"('sxta4 domain', 'sxti')",1
sxta4 domain,sxts,SEMANTIC_CO_OCCURS,GENE,GENE_DOMAIN,2,2,40449983;41702991,2025.0;2026.0,"('sxta4 domain', 'sxts')",1
sxta4 domain,sxtu,SEMANTIC_CO_OCCURS,GENE,GENE_DOMAIN,2,2,40449983;41702991,2025.0;2026.0,"('sxta4 domain', 'sxtu')",1
sxtb,sxts,SEMANTIC_CO_OCCURS,GENE,GENE,2,2,38705616;40449983,2024.0;2025.0,"('sxtb', 'sxts')",1
sxtb,sxtu,SEMANTIC_CO_OCCURS,GENE,GENE,2,2,38705616;40449983,2024.0;2025.0,"('sxtb', 'sxtu')",1
sxtd,sxth,SEMANTIC_CO_OCCURS,GENE,GENE,2,2,38705616;41702991,2024.0;2026.0,"('sxtd', 'sxth')",1
sxtd,sxti,SEMANTIC_CO_OCCURS,GENE,GENE,2,2,38705616;41702991,2024.0;2026.0,"('sxtd', 'sxti')",1
sxtd,sxts,SEMANTIC_CO_OCCURS,GENE,GENE,2,2,38705616;41702991,2024.0;2026.0,"('sxtd', 'sxts')",1
sxtd,sxtu,SEMANTIC_CO_OCCURS,GENE,GENE,2,2,38705616;41702991,2024.0;2026.0,"('sxtd', 'sxtu')",1
sxtg,sxtu,SEMANTIC_CO_OCCURS,GENE,GENE,2,2,38705616;40449983,2024.0;2025.0,"('sxtg', 'sxtu')",1
sxtg,toxin production,GENE_ASSOCIATED_WITH_TOXIN,TOXIN,GENE,2,2,28073499;36326655,2016.0;2022.0,"('sxtg', 'toxin production')",1
sxth,sxti,SEMANTIC_CO_OCCURS,GENE,GENE,2,2,38705616;41702991,2024.0;2026.0,"('sxth', 'sxti')",1
sxth,sxts,SEMANTIC_CO_OCCURS,GENE,GENE,2,2,38705616;41702991,2024.0;2026.0,"('sxth', 'sxts')",1
sxth,sxtu,SEMANTIC_CO_OCCURS,GENE,GENE,2,2,38705616;41702991,2024.0;2026.0,"('sxth', 'sxtu')",1
sxti,toxin production,GENE_ASSOCIATED_WITH_TOXIN,TOXIN,GENE,2,2,28073499;36326655,2016.0;2022.0,"('sxti', 'toxin production')",1
sxts,toxic cyanobacteria,SEMANTIC_CO_OCCURS,GENE,TAXON_GROUP,2,2,38705616;40449983,2024.0;2025.0,"('sxts', 'toxic cyanobacteria')",1
sxtu,toxic cyanobacteria,SEMANTIC_CO_OCCURS,GENE,TAXON_GROUP,2,2,38705616;40449983,2024.0;2025.0,"('sxtu', 'toxic cyanobacteria')",1
toxin content,toxin production,SEMANTIC_CO_OCCURS,TOXIN,TOXIN,2,2,24956074;38786590,2014.0;2024.0,"('toxin content', 'toxin production')",1
toxin producing,toxin production,SEMANTIC_CO_OCCURS,TOXIN,TOXIN_PHENOTYPE,2,2,18461783;27907126,2008.0;2016.0,"('toxin producing', 'toxin production')",1
alexandrium catenella,expression levels,SEMANTIC_CO_OCCURS,SPECIES,REGULATION_EXPRESSION,2,1,38705616,2024.0,"('alexandrium catenella', 'expression levels')",1
alexandrium pacificum,expression levels,SEMANTIC_CO_OCCURS,SPECIES,REGULATION_EXPRESSION,2,1,38705616,2024.0,"('alexandrium pacificum', 'expression levels')",1
clade,freshwater dinoflagellates,SEMANTIC_CO_OCCURS,TAXON_GROUP,EVOLUTIONARY_PROCESS,2,1,41702991,2026.0,"('clade', 'freshwater dinoflagellates')",1
conserved,fas,SEMANTIC_CO_OCCURS,BIOSYNTHETIC_SYSTEM,EVOLUTIONARY_PROCESS,2,1,41702991,2026.0,"('conserved', 'fas')",1
conserved,fatty acid synthases,SEMANTIC_CO_OCCURS,BIOSYNTHETIC_SYSTEM,EVOLUTIONARY_PROCESS,2,1,41702991,2026.0,"('conserved', 'fatty acid synthases')",1
conserved,freshwater dinoflagellate,SEMANTIC_CO_OCCURS,TAXON_GROUP,EVOLUTIONARY_PROCESS,2,1,41702991,2026.0,"('conserved', 'freshwater dinoflagellate')",1
conserved,polyketide synthases,SEMANTIC_CO_OCCURS,BIOSYNTHETIC_SYSTEM,EVOLUTIONARY_PROCESS,2,1,41702991,2026.0,"('conserved', 'polyketide synthases')",1
conserved,stx biosynthesis genes,EVOLUTION_GENE_RELATION,GENE,EVOLUTIONARY_PROCESS,2,1,41702991,2026.0,"('conserved', 'stx biosynthesis genes')",1
conserved,sxtd,EVOLUTION_GENE_RELATION,GENE,EVOLUTIONARY_PROCESS,2,1,41702991,2026.0,"('conserved', 'sxtd')",1
conserved,sxth,EVOLUTION_GENE_RELATION,GENE,EVOLUTIONARY_PROCESS,2,1,41702991,2026.0,"('conserved', 'sxth')",1
cyanobacteria,freshwater dinoflagellates,SEMANTIC_CO_OCCURS,TAXON_GROUP,TAXON_GROUP,2,1,41702991,2026.0,"('cyanobacteria', 'freshwater dinoflagellates')",1
dinoflagellates,freshwater dinoflagellates,SEMANTIC_CO_OCCURS,TAXON_GROUP,TAXON_GROUP,2,1,41702991,2026.0,"('dinoflagellates', 'freshwater dinoflagellates')",1
expression levels,gene transfer,SEMANTIC_CO_OCCURS,REGULATION_EXPRESSION,EVOLUTIONARY_PROCESS,2,1,38705616,2024.0,"('expression levels', 'gene transfer')",1
expression levels,homology,SEMANTIC_CO_OCCURS,REGULATION_EXPRESSION,EVOLUTIONARY_PROCESS,2,1,38705616,2024.0,"('expression levels', 'homology')",1
expression levels,horizontal gene transfer,SEMANTIC_CO_OCCURS,REGULATION_EXPRESSION,EVOLUTIONARY_PROCESS,2,1,38705616,2024.0,"('expression levels', 'horizontal gene transfer')",1
expression levels,phylogenetic tree,SEMANTIC_CO_OCCURS,REGULATION_EXPRESSION,EVOLUTIONARY_PROCESS,2,1,38705616,2024.0,"('expression levels', 'phylogenetic tree')",1
expression levels,phylogeny,SEMANTIC_CO_OCCURS,REGULATION_EXPRESSION,EVOLUTIONARY_PROCESS,2,1,38705616,2024.0,"('expression levels', 'phylogeny')",1
expression levels,stx biosynthesis genes,REGULATION_GENE_RELATION,GENE,REGULATION_EXPRESSION,2,1,38705616,2024.0,"('expression levels', 'stx biosynthesis genes')",1
expression levels,sxtd,REGULATION_GENE_RELATION,GENE,REGULATION_EXPRESSION,2,1,38705616,2024.0,"('expression levels', 'sxtd')",1
expression levels,sxth,REGULATION_GENE_RELATION,GENE,REGULATION_EXPRESSION,2,1,38705616,2024.0,"('expression levels', 'sxth')",1
freshwater dinoflagellate,freshwater dinoflagellates,SEMANTIC_CO_OCCURS,TAXON_GROUP,TAXON_GROUP,2,1,41702991,2026.0,"('freshwater dinoflagellate', 'freshwater dinoflagellates')",1
freshwater dinoflagellates,phylogenetic analysis,SEMANTIC_CO_OCCURS,TAXON_GROUP,EVOLUTIONARY_PROCESS,2,1,41702991,2026.0,"('freshwater dinoflagellates', 'phylogenetic analysis')",1
freshwater dinoflagellates,saxitoxin,SEMANTIC_CO_OCCURS,TAXON_GROUP,TOXIN,2,1,41702991,2026.0,"('freshwater dinoflagellates', 'saxitoxin')",1
freshwater dinoflagellates,saxitoxin biosynthesis,SEMANTIC_CO_OCCURS,TAXON_GROUP,BIOLOGICAL_MECHANISM,2,1,41702991,2026.0,"('freshwater dinoflagellates', 'saxitoxin biosynthesis')",1
